"Image.Id","Period","Game.Clock","Player.or.Puck","Team","Player.Id","Rink.Location.X..Feet.","Rink.Location.Y..Feet.","Rink.Location.Z..Feet.","Goal.Score"
"2024-11-15 Team D @ Team C_063399",1,"19:59","Player","Home","55",-21.26158,-19.85567,1,NA
"2024-11-15 Team D @ Team C_063399",1,"19:59","Player","Home","55",-21.24618,-19.848235,1,NA
"2024-11-15 Team D @ Team C_063399",1,"19:59","Player","Home","55",-21.23078,-19.8408,1,NA
"2024-11-15 Team D @ Team C_063399",1,"19:59","Player","Home","55",-21.21538,-19.833365,1,NA
"2024-11-15 Team D @ Team C_063400",1,"19:59","Player","Home","55",-21.19998,-19.82593,1,NA
"2024-11-15 Team D @ Team C_063400",1,"19:59","Player","Home","55",-21.18493,-19.8175075,1,NA
"2024-11-15 Team D @ Team C_063400",1,"19:59","Player","Home","55",-21.16988,-19.809085,1,NA
"2024-11-15 Team D @ Team C_063400",1,"19:59","Player","Home","55",-21.15483,-19.8006625,1,NA
"2024-11-15 Team D @ Team C_063401",1,"19:59","Player","Home","55",-21.13978,-19.79224,1,NA
"2024-11-15 Team D @ Team C_063401",1,"19:59","Player","Home","55",-21.1159075,-19.79915,1,NA
"2024-11-15 Team D @ Team C_063401",1,"19:59","Player","Home","55",-21.092035,-19.80606,1,NA
"2024-11-15 Team D @ Team C_063401",1,"19:59","Player","Home","55",-21.0681625,-19.81297,1,NA
"2024-11-15 Team D @ Team C_063402",1,"19:59","Player","Home","55",-21.04429,-19.81988,1,NA
"2024-11-15 Team D @ Team C_063402",1,"19:59","Player","Home","55",-21.04087,-19.80838,1,NA
"2024-11-15 Team D @ Team C_063402",1,"19:59","Player","Home","55",-21.03745,-19.79688,1,NA
"2024-11-15 Team D @ Team C_063402",1,"19:59","Player","Home","55",-21.03403,-19.78538,1,NA
"2024-11-15 Team D @ Team C_063403",1,"19:59","Player","Home","55",-21.03061,-19.77388,1,NA
"2024-11-15 Team D @ Team C_063403",1,"19:59","Player","Home","55",-21.012925,-19.763145,1,NA
"2024-11-15 Team D @ Team C_063403",1,"19:59","Player","Home","55",-20.99524,-19.75241,1,NA
"2024-11-15 Team D @ Team C_063403",1,"19:59","Player","Home","55",-20.977555,-19.741675,1,NA
"2024-11-15 Team D @ Team C_063404",1,"19:59","Player","Home","55",-20.95987,-19.73094,1,NA
"2024-11-15 Team D @ Team C_063404",1,"19:59","Player","Home","55",-20.9362,-19.730885,1,NA
"2024-11-15 Team D @ Team C_063404",1,"19:59","Player","Home","55",-20.91253,-19.73083,1,NA
"2024-11-15 Team D @ Team C_063404",1,"19:59","Player","Home","55",-20.88886,-19.730775,1,NA
"2024-11-15 Team D @ Team C_063405",1,"19:59","Player","Home","55",-20.86519,-19.73072,1,NA
"2024-11-15 Team D @ Team C_063405",1,"19:59","Player","Home","55",-20.8619375,-19.76111,1,NA
"2024-11-15 Team D @ Team C_063405",1,"19:59","Player","Home","55",-20.858685,-19.7915,1,NA
"2024-11-15 Team D @ Team C_063405",1,"19:59","Player","Home","55",-20.8554325,-19.82189,1,NA
"2024-11-15 Team D @ Team C_063406",1,"19:59","Player","Home","55",-20.85218,-19.85228,1,NA
"2024-11-15 Team D @ Team C_063406",1,"19:59","Player","Home","55",-20.84823,-19.88592,1,NA
"2024-11-15 Team D @ Team C_063406",1,"19:59","Player","Home","55",-20.84428,-19.91956,1,NA
"2024-11-15 Team D @ Team C_063406",1,"19:59","Player","Home","55",-20.84033,-19.9532,1,NA
"2024-11-15 Team D @ Team C_063407",1,"19:59","Player","Home","55",-20.83638,-19.98684,1,NA
"2024-11-15 Team D @ Team C_063407",1,"19:59","Player","Home","55",-20.82645,-19.96329,1,NA
"2024-11-15 Team D @ Team C_063407",1,"19:59","Player","Home","55",-20.81652,-19.93974,1,NA
"2024-11-15 Team D @ Team C_063407",1,"19:59","Player","Home","55",-20.80659,-19.91619,1,NA
"2024-11-15 Team D @ Team C_063408",1,"19:59","Player","Home","55",-20.79666,-19.89264,1,NA
"2024-11-15 Team D @ Team C_063408",1,"19:59","Player","Home","55",-20.76461,-19.8741175,1,NA
"2024-11-15 Team D @ Team C_063408",1,"19:59","Player","Home","55",-20.73256,-19.855595,1,NA
"2024-11-15 Team D @ Team C_063408",1,"19:59","Player","Home","55",-20.70051,-19.8370725,1,NA
"2024-11-15 Team D @ Team C_063409",1,"19:58","Player","Home","55",-20.66846,-19.81855,1,NA
"2024-11-15 Team D @ Team C_063409",1,"19:58","Player","Home","55",-20.63163,-19.796425,1,NA
"2024-11-15 Team D @ Team C_063409",1,"19:58","Player","Home","55",-20.5948,-19.7743,1,NA
"2024-11-15 Team D @ Team C_063409",1,"19:58","Player","Home","55",-20.55797,-19.752175,1,NA
"2024-11-15 Team D @ Team C_063410",1,"19:58","Player","Home","55",-20.52114,-19.73005,1,NA
"2024-11-15 Team D @ Team C_063410",1,"19:58","Player","Home","55",-20.49243,-19.710385,1,NA
"2024-11-15 Team D @ Team C_063410",1,"19:58","Player","Home","55",-20.46372,-19.69072,1,NA
"2024-11-15 Team D @ Team C_063410",1,"19:58","Player","Home","55",-20.43501,-19.671055,1,NA
"2024-11-15 Team D @ Team C_063411",1,"19:58","Player","Home","55",-20.4063,-19.65139,1,NA
"2024-11-15 Team D @ Team C_063411",1,"19:58","Player","Home","55",-20.3585875,-19.64471,1,NA
"2024-11-15 Team D @ Team C_063411",1,"19:58","Player","Home","55",-20.310875,-19.63803,1,NA
"2024-11-15 Team D @ Team C_063411",1,"19:58","Player","Home","55",-20.2631625,-19.63135,1,NA
"2024-11-15 Team D @ Team C_063412",1,"19:58","Player","Home","55",-20.21545,-19.62467,1,NA
"2024-11-15 Team D @ Team C_063412",1,"19:58","Player","Home","55",-20.1402475,-19.6131675,1,NA
"2024-11-15 Team D @ Team C_063412",1,"19:58","Player","Home","55",-20.065045,-19.601665,1,NA
"2024-11-15 Team D @ Team C_063412",1,"19:58","Player","Home","55",-19.9898425,-19.5901625,1,NA
"2024-11-15 Team D @ Team C_063413",1,"19:58","Player","Home","55",-19.91464,-19.57866,1,NA
"2024-11-15 Team D @ Team C_063413",1,"19:58","Player","Home","55",-19.86287,-19.573995,1,NA
"2024-11-15 Team D @ Team C_063413",1,"19:58","Player","Home","55",-19.8111,-19.56933,1,NA
"2024-11-15 Team D @ Team C_063413",1,"19:58","Player","Home","55",-19.75933,-19.564665,1,NA
"2024-11-15 Team D @ Team C_063414",1,"19:58","Player","Home","55",-19.70756,-19.56,1,NA
"2024-11-15 Team D @ Team C_063414",1,"19:58","Player","Home","55",-19.678875,-19.5544825,1,NA
"2024-11-15 Team D @ Team C_063414",1,"19:58","Player","Home","55",-19.65019,-19.548965,1,NA
"2024-11-15 Team D @ Team C_063414",1,"19:58","Player","Home","55",-19.621505,-19.5434475,1,NA
"2024-11-15 Team D @ Team C_063415",1,"19:58","Player","Home","55",-19.59282,-19.53793,1,NA
"2024-11-15 Team D @ Team C_063415",1,"19:58","Player","Home","55",-19.5808475,-19.519565,1,NA
"2024-11-15 Team D @ Team C_063415",1,"19:58","Player","Home","55",-19.568875,-19.5012,1,NA
"2024-11-15 Team D @ Team C_063415",1,"19:58","Player","Home","55",-19.5569025,-19.482835,1,NA
"2024-11-15 Team D @ Team C_063416",1,"19:58","Player","Home","55",-19.54493,-19.46447,1,NA
"2024-11-15 Team D @ Team C_063416",1,"19:58","Player","Home","55",-19.5380425,-19.448295,1,NA
"2024-11-15 Team D @ Team C_063416",1,"19:58","Player","Home","55",-19.531155,-19.43212,1,NA
"2024-11-15 Team D @ Team C_063416",1,"19:58","Player","Home","55",-19.5242675,-19.415945,1,NA
"2024-11-15 Team D @ Team C_063417",1,"19:58","Player","Home","55",-19.51738,-19.39977,1,NA
"2024-11-15 Team D @ Team C_063417",1,"19:58","Player","Home","55",-19.52078,-19.37263,1,NA
"2024-11-15 Team D @ Team C_063417",1,"19:58","Player","Home","55",-19.52418,-19.34549,1,NA
"2024-11-15 Team D @ Team C_063417",1,"19:58","Player","Home","55",-19.52758,-19.31835,1,NA
"2024-11-15 Team D @ Team C_063418",1,"19:58","Player","Home","55",-19.53098,-19.29121,1,NA
"2024-11-15 Team D @ Team C_063418",1,"19:58","Player","Home","55",-19.562665,-19.2083975,1,NA
"2024-11-15 Team D @ Team C_063418",1,"19:58","Player","Home","55",-19.59435,-19.125585,1,NA
"2024-11-15 Team D @ Team C_063418",1,"19:58","Player","Home","55",-19.626035,-19.0427725,1,NA
"2024-11-15 Team D @ Team C_063419",1,"19:58","Player","Home","55",-19.65772,-18.95996,1,NA
"2024-11-15 Team D @ Team C_063419",1,"19:58","Player","Home","55",-19.7025275,-18.8512675,1,NA
"2024-11-15 Team D @ Team C_063419",1,"19:58","Player","Home","55",-19.747335,-18.742575,1,NA
"2024-11-15 Team D @ Team C_063419",1,"19:58","Player","Home","55",-19.7921425,-18.6338825,1,NA
"2024-11-15 Team D @ Team C_063420",1,"19:58","Player","Home","55",-19.83695,-18.52519,1,NA
"2024-11-15 Team D @ Team C_063420",1,"19:58","Player","Home","55",-19.8894875,-18.3897,1,NA
"2024-11-15 Team D @ Team C_063420",1,"19:58","Player","Home","55",-19.942025,-18.25421,1,NA
"2024-11-15 Team D @ Team C_063420",1,"19:58","Player","Home","55",-19.9945625,-18.11872,1,NA
"2024-11-15 Team D @ Team C_063421",1,"19:58","Player","Home","55",-20.0471,-17.98323,1,NA
"2024-11-15 Team D @ Team C_063421",1,"19:58","Player","Home","55",-20.108635,-17.8183425,1,NA
"2024-11-15 Team D @ Team C_063421",1,"19:58","Player","Home","55",-20.17017,-17.653455,1,NA
"2024-11-15 Team D @ Team C_063421",1,"19:58","Player","Home","55",-20.231705,-17.4885675,1,NA
"2024-11-15 Team D @ Team C_063422",1,"19:58","Player","Home","55",-20.29324,-17.32368,1,NA
"2024-11-15 Team D @ Team C_063422",1,"19:58","Player","Home","55",-20.33707,-17.18102,1,NA
"2024-11-15 Team D @ Team C_063422",1,"19:58","Player","Home","55",-20.3809,-17.03836,1,NA
"2024-11-15 Team D @ Team C_063422",1,"19:58","Player","Home","55",-20.42473,-16.8957,1,NA
"2024-11-15 Team D @ Team C_063423",1,"19:58","Player","Home","55",-20.46856,-16.75304,1,NA
"2024-11-15 Team D @ Team C_063423",1,"19:58","Player","Home","55",-20.496305,-16.62547,1,NA
"2024-11-15 Team D @ Team C_063423",1,"19:58","Player","Home","55",-20.52405,-16.4979,1,NA
"2024-11-15 Team D @ Team C_063423",1,"19:58","Player","Home","55",-20.551795,-16.37033,1,NA
"2024-11-15 Team D @ Team C_063424",1,"19:58","Player","Home","55",-20.57954,-16.24276,1,NA
"2024-11-15 Team D @ Team C_063424",1,"19:58","Player","Home","55",-20.5888175,-16.1462675,1,NA
"2024-11-15 Team D @ Team C_063424",1,"19:58","Player","Home","55",-20.598095,-16.049775,1,NA
"2024-11-15 Team D @ Team C_063424",1,"19:58","Player","Home","55",-20.6073725,-15.9532825,1,NA
"2024-11-15 Team D @ Team C_063425",1,"19:58","Player","Home","55",-20.61665,-15.85679,1,NA
"2024-11-15 Team D @ Team C_063425",1,"19:58","Player","Home","55",-20.6078475,-15.811285,1,NA
"2024-11-15 Team D @ Team C_063425",1,"19:58","Player","Home","55",-20.599045,-15.76578,1,NA
"2024-11-15 Team D @ Team C_063425",1,"19:58","Player","Home","55",-20.5902425,-15.720275,1,NA
"2024-11-15 Team D @ Team C_063426",1,"19:58","Player","Home","55",-20.58144,-15.67477,1,NA
"2024-11-15 Team D @ Team C_063426",1,"19:58","Player","Home","55",-20.569275,-15.6373675,1,NA
"2024-11-15 Team D @ Team C_063426",1,"19:58","Player","Home","55",-20.55711,-15.599965,1,NA
"2024-11-15 Team D @ Team C_063426",1,"19:58","Player","Home","55",-20.544945,-15.5625625,1,NA
"2024-11-15 Team D @ Team C_063427",1,"19:58","Player","Home","55",-20.53278,-15.52516,1,NA
"2024-11-15 Team D @ Team C_063427",1,"19:58","Player","Home","55",-20.521415,-15.4669525,1,NA
"2024-11-15 Team D @ Team C_063427",1,"19:58","Player","Home","55",-20.51005,-15.408745,1,NA
"2024-11-15 Team D @ Team C_063427",1,"19:58","Player","Home","55",-20.498685,-15.3505375,1,NA
"2024-11-15 Team D @ Team C_063428",1,"19:58","Player","Home","55",-20.48732,-15.29233,1,NA
"2024-11-15 Team D @ Team C_063428",1,"19:58","Player","Home","55",-20.5051875,-15.255215,1,NA
"2024-11-15 Team D @ Team C_063428",1,"19:58","Player","Home","55",-20.523055,-15.2181,1,NA
"2024-11-15 Team D @ Team C_063428",1,"19:58","Player","Home","55",-20.5409225,-15.180985,1,NA
"2024-11-15 Team D @ Team C_063429",1,"19:58","Player","Home","55",-20.55879,-15.14387,1,NA
"2024-11-15 Team D @ Team C_063429",1,"19:58","Player","Home","55",-20.576345,-15.1141675,1,NA
"2024-11-15 Team D @ Team C_063429",1,"19:58","Player","Home","55",-20.5939,-15.084465,1,NA
"2024-11-15 Team D @ Team C_063429",1,"19:58","Player","Home","55",-20.611455,-15.0547625,1,NA
"2024-11-15 Team D @ Team C_063430",1,"19:58","Player","Home","55",-20.62901,-15.02506,1,NA
"2024-11-15 Team D @ Team C_063430",1,"19:58","Player","Home","55",-20.6607875,-14.9897575,1,NA
"2024-11-15 Team D @ Team C_063430",1,"19:58","Player","Home","55",-20.692565,-14.954455,1,NA
"2024-11-15 Team D @ Team C_063430",1,"19:58","Player","Home","55",-20.7243425,-14.9191525,1,NA
"2024-11-15 Team D @ Team C_063431",1,"19:58","Player","Home","55",-20.75612,-14.88385,1,NA
"2024-11-15 Team D @ Team C_063431",1,"19:58","Player","Home","55",-20.7864475,-14.858615,1,NA
"2024-11-15 Team D @ Team C_063431",1,"19:58","Player","Home","55",-20.816775,-14.83338,1,NA
"2024-11-15 Team D @ Team C_063431",1,"19:58","Player","Home","55",-20.8471025,-14.808145,1,NA
"2024-11-15 Team D @ Team C_063432",1,"19:58","Player","Home","55",-20.87743,-14.78291,1,NA
"2024-11-15 Team D @ Team C_063432",1,"19:58","Player","Home","55",-20.91627,-14.730165,1,NA
"2024-11-15 Team D @ Team C_063432",1,"19:58","Player","Home","55",-20.95511,-14.67742,1,NA
"2024-11-15 Team D @ Team C_063432",1,"19:58","Player","Home","55",-20.99395,-14.624675,1,NA
"2024-11-15 Team D @ Team C_063433",1,"19:58","Player","Home","55",-21.03279,-14.57193,1,NA
"2024-11-15 Team D @ Team C_063433",1,"19:58","Player","Home","55",-21.099885,-14.51803,1,NA
"2024-11-15 Team D @ Team C_063433",1,"19:58","Player","Home","55",-21.16698,-14.46413,1,NA
"2024-11-15 Team D @ Team C_063433",1,"19:58","Player","Home","55",-21.234075,-14.41023,1,NA
"2024-11-15 Team D @ Team C_063434",1,"19:58","Player","Home","55",-21.30117,-14.35633,1,NA
"2024-11-15 Team D @ Team C_063434",1,"19:58","Player","Home","55",-21.3814525,-14.2401425,1,NA
"2024-11-15 Team D @ Team C_063434",1,"19:58","Player","Home","55",-21.461735,-14.123955,1,NA
"2024-11-15 Team D @ Team C_063434",1,"19:58","Player","Home","55",-21.5420175,-14.0077675,1,NA
"2024-11-15 Team D @ Team C_063435",1,"19:58","Player","Home","55",-21.6223,-13.89158,1,NA
"2024-11-15 Team D @ Team C_063435",1,"19:58","Player","Home","55",-21.71788,-13.7535675,1,NA
"2024-11-15 Team D @ Team C_063435",1,"19:58","Player","Home","55",-21.81346,-13.615555,1,NA
"2024-11-15 Team D @ Team C_063435",1,"19:58","Player","Home","55",-21.90904,-13.4775425,1,NA
"2024-11-15 Team D @ Team C_063436",1,"19:58","Player","Home","55",-22.00462,-13.33953,1,NA
"2024-11-15 Team D @ Team C_063436",1,"19:58","Player","Home","55",-22.1182975,-13.1698075,1,NA
"2024-11-15 Team D @ Team C_063436",1,"19:58","Player","Home","55",-22.231975,-13.000085,1,NA
"2024-11-15 Team D @ Team C_063436",1,"19:58","Player","Home","55",-22.3456525,-12.8303625,1,NA
"2024-11-15 Team D @ Team C_063437",1,"19:58","Player","Home","55",-22.45933,-12.66064,1,NA
"2024-11-15 Team D @ Team C_063437",1,"19:58","Player","Home","55",-22.5756975,-12.500585,1,NA
"2024-11-15 Team D @ Team C_063437",1,"19:58","Player","Home","55",-22.692065,-12.34053,1,NA
"2024-11-15 Team D @ Team C_063437",1,"19:58","Player","Home","55",-22.8084325,-12.180475,1,NA
"2024-11-15 Team D @ Team C_063438",1,"19:58","Player","Home","55",-22.9248,-12.02042,1,NA
"2024-11-15 Team D @ Team C_063438",1,"19:58","Player","Home","55",-23.0131,-11.8505075,1,NA
"2024-11-15 Team D @ Team C_063438",1,"19:58","Player","Home","55",-23.1014,-11.680595,1,NA
