Image Id,Period,Game Clock,Home_Player_Count,Away_Player_Count,Coverage_Percent
2024-11-16 Team F @ Team E_158461,2,18:37,4,5,0.3591981034748294
2024-11-16 Team F @ Team E_158462,2,18:37,4,5,0.3502062951354087
2024-11-16 Team F @ Team E_158463,2,18:37,4,5,0.33853935776959587
2024-11-16 Team F @ Team E_158464,2,18:37,4,5,0.3256681611027711
2024-11-16 Team F @ Team E_158465,2,18:37,4,5,0.31276163457279577
2024-11-16 Team F @ Team E_158466,2,18:37,4,5,0.2950609824905869
2024-11-16 Team F @ Team E_158467,2,18:37,4,5,0.2746987696344422
2024-11-16 Team F @ Team E_158468,2,18:37,4,5,0.2712033144298582
2024-11-16 Team F @ Team E_158469,2,18:37,4,5,0.2662879208771841
2024-11-16 Team F @ Team E_158470,2,18:37,4,5,0.25847613990277857
2024-11-16 Team F @ Team E_158471,2,18:37,4,5,0.2517884314565303
2024-11-16 Team F @ Team E_158472,2,18:37,4,5,0.2448038319739688
2024-11-16 Team F @ Team E_158473,2,18:37,4,5,0.24250133232303817
2024-11-16 Team F @ Team E_158474,2,18:37,4,5,0.24388228613946314
2024-11-16 Team F @ Team E_158475,2,18:37,4,5,0.2388923458031876
2024-11-16 Team F @ Team E_158476,2,18:37,4,5,0.2316449073750789
2024-11-16 Team F @ Team E_158477,2,18:37,4,5,0.2226117131937418
2024-11-16 Team F @ Team E_158478,2,18:37,4,5,0.21042041404632017
2024-11-16 Team F @ Team E_158479,2,18:37,4,5,0.1996922150259591
2024-11-16 Team F @ Team E_158480,2,18:37,4,5,0.1854422730701978
2024-11-16 Team F @ Team E_158481,2,18:37,4,5,0.1749960156838797
2024-11-16 Team F @ Team E_158482,2,18:37,4,5,0.1613154386117909
2024-11-16 Team F @ Team E_158483,2,18:37,4,5,0.14532669071540763
2024-11-16 Team F @ Team E_158484,2,18:37,4,5,0.13321190654171738
2024-11-16 Team F @ Team E_158485,2,18:37,4,5,0.12498759596382053
2024-11-16 Team F @ Team E_158486,2,18:37,4,5,0.11704893429605943
2024-11-16 Team F @ Team E_158487,2,18:37,4,5,0.11233572835351704
2024-11-16 Team F @ Team E_158488,2,18:37,4,5,0.10845115891707402
2024-11-16 Team F @ Team E_158639,2,18:31,5,5,0.28406765338919016
2024-11-16 Team F @ Team E_158640,2,18:31,5,5,0.2852413798346288
2024-11-16 Team F @ Team E_158641,2,18:31,5,5,0.28232673946028564
2024-11-16 Team F @ Team E_158642,2,18:31,5,5,0.27714205134722375
2024-11-16 Team F @ Team E_158643,2,18:31,5,5,0.2713744729427204
2024-11-16 Team F @ Team E_158644,2,18:31,5,5,0.2656999495783439
2024-11-16 Team F @ Team E_158645,2,18:31,5,5,0.2625869118026425
2024-11-16 Team F @ Team E_158646,2,18:31,5,5,0.2622392051516643
2024-11-16 Team F @ Team E_158647,2,18:31,5,5,0.2607342763458695
2024-11-16 Team F @ Team E_158648,2,18:31,5,5,0.2600002994832628
2024-11-16 Team F @ Team E_158649,2,18:31,5,5,0.25867717196739215
2024-11-16 Team F @ Team E_158650,2,18:31,5,5,0.25698423344448645
2024-11-16 Team F @ Team E_158651,2,18:31,5,5,0.2551755997945043
2024-11-16 Team F @ Team E_158652,2,18:31,5,5,0.2519609224741845
2024-11-16 Team F @ Team E_158653,2,18:31,5,5,0.24617578791825795
2024-11-16 Team F @ Team E_158654,2,18:31,5,5,0.24113440870711167
2024-11-16 Team F @ Team E_158655,2,18:31,5,5,0.23554445531912788
2024-11-16 Team F @ Team E_158656,2,18:31,5,5,0.23259589719693513
2024-11-16 Team F @ Team E_158657,2,18:31,5,5,0.22824983871046084
2024-11-16 Team F @ Team E_158658,2,18:31,5,5,0.22406018227451538
2024-11-16 Team F @ Team E_158659,2,18:31,5,5,0.2193324231206299
2024-11-16 Team F @ Team E_158660,2,18:31,5,5,0.2153177081476228
2024-11-16 Team F @ Team E_158661,2,18:31,5,5,0.21297196902584645
2024-11-16 Team F @ Team E_158662,2,18:31,5,5,0.2109685256312476
2024-11-16 Team F @ Team E_158663,2,18:31,5,5,0.20989204798398464
2024-11-16 Team F @ Team E_158664,2,18:31,5,5,0.20929384111199636
2024-11-16 Team F @ Team E_158665,2,18:31,5,5,0.20808625617566337
2024-11-16 Team F @ Team E_158666,2,18:31,5,5,0.20655336120896964
2024-11-16 Team F @ Team E_158667,2,18:31,5,5,0.20507257743334106
2024-11-16 Team F @ Team E_158668,2,18:31,5,5,0.20396330923901923
2024-11-16 Team F @ Team E_158669,2,18:31,5,5,0.20344464371612436
2024-11-16 Team F @ Team E_158670,2,18:31,5,5,0.2026752257452227
2024-11-16 Team F @ Team E_158671,2,18:31,5,5,0.2024648032243709
2024-11-16 Team F @ Team E_158672,2,18:31,5,5,0.20119477056927235
2024-11-16 Team F @ Team E_158673,2,18:31,5,5,0.1991219180173099
2024-11-16 Team F @ Team E_158674,2,18:31,5,5,0.19737432860913312
2024-11-16 Team F @ Team E_158706,2,18:29,5,5,0.24613932260335705
2024-11-16 Team F @ Team E_158707,2,18:29,5,5,0.24734696093349542
2024-11-16 Team F @ Team E_158708,2,18:29,5,5,0.24885036090676363
2024-11-16 Team F @ Team E_158709,2,18:29,5,5,0.24999529854136937
2024-11-16 Team F @ Team E_158710,2,18:29,5,5,0.2508343204209432
2024-11-16 Team F @ Team E_158711,2,18:29,5,5,0.25144627850338513
2024-11-16 Team F @ Team E_158712,2,18:29,5,5,0.25167413622315193
2024-11-16 Team F @ Team E_158713,2,18:29,5,5,0.2507977501778771
2024-11-16 Team F @ Team E_158714,2,18:29,5,5,0.2476348023974714
2024-11-16 Team F @ Team E_158715,2,18:29,5,5,0.2419157727948706
2024-11-16 Team F @ Team E_158716,2,18:29,5,5,0.23721416257228392
2024-11-16 Team F @ Team E_158717,2,18:29,5,5,0.23211169244605392
2024-11-16 Team F @ Team E_158718,2,18:29,5,5,0.22775942333236265
2024-11-16 Team F @ Team E_158719,2,18:29,5,5,0.2242819210180764
2024-11-16 Team F @ Team E_158720,2,18:29,5,5,0.2207586748511275
2024-11-16 Team F @ Team E_158721,2,18:29,5,5,0.21869497395321372
2024-11-16 Team F @ Team E_158722,2,18:29,5,5,0.21683803630227103
2024-11-16 Team F @ Team E_158723,2,18:29,5,5,0.21545735532186197
2024-11-16 Team F @ Team E_158724,2,18:29,5,5,0.21443137678165397
2024-11-16 Team F @ Team E_158725,2,18:29,5,5,0.2132637411966283
2024-11-16 Team F @ Team E_158726,2,18:29,5,5,0.2124391689711857
2024-11-16 Team F @ Team E_158727,2,18:29,5,5,0.2115291022194272
2024-11-16 Team F @ Team E_158728,2,18:29,5,5,0.21200721974332876
2024-11-16 Team F @ Team E_158729,2,18:29,5,5,0.2127623969771336
2024-11-16 Team F @ Team E_158730,2,18:29,5,5,0.21229453821428448
2024-11-16 Team F @ Team E_158731,2,18:29,5,5,0.21118665812415788
2024-11-16 Team F @ Team E_158732,2,18:29,5,5,0.20812840448514403
2024-11-16 Team F @ Team E_158733,2,18:29,5,5,0.20389035475191064
2024-11-16 Team F @ Team E_158734,2,18:29,5,5,0.1979470963040652
2024-11-16 Team F @ Team E_158735,2,18:28,5,5,0.19261153340786086
2024-11-16 Team F @ Team E_158736,2,18:28,5,5,0.18717440690427586
2024-11-16 Team F @ Team E_158737,2,18:28,5,5,0.18113626608816674
2024-11-16 Team F @ Team E_158738,2,18:28,5,5,0.17565438632472385
2024-11-16 Team F @ Team E_158739,2,18:28,5,5,0.17058833593641354
2024-11-16 Team F @ Team E_158740,2,18:28,5,5,0.16646855761259688
2024-11-16 Team F @ Team E_158741,2,18:28,5,5,0.16190729104263624
2024-11-16 Team F @ Team E_158742,2,18:28,5,5,0.15879090257896253
2024-11-16 Team F @ Team E_158743,2,18:28,5,5,0.15586487848821795
2024-11-16 Team F @ Team E_158744,2,18:28,5,5,0.15284009134080365
2024-11-16 Team F @ Team E_158745,2,18:28,5,5,0.15113832270243086
2024-11-16 Team F @ Team E_158746,2,18:28,5,5,0.15005061834567676
2024-11-16 Team F @ Team E_158747,2,18:28,5,5,0.14995459543336123
2024-11-16 Team F @ Team E_158748,2,18:28,5,5,0.15007188931925627
2024-11-16 Team F @ Team E_158749,2,18:28,5,5,0.1505780744753156
2024-11-16 Team F @ Team E_158750,2,18:28,5,5,0.1511536564026428
2024-11-16 Team F @ Team E_158751,2,18:28,5,5,0.15196573259828813
2024-11-16 Team F @ Team E_158752,2,18:28,5,5,0.15135613778040077
2024-11-16 Team F @ Team E_158753,2,18:28,5,5,0.15150190436901917
2024-11-16 Team F @ Team E_158754,2,18:28,5,5,0.15147678944245113
2024-11-16 Team F @ Team E_158755,2,18:28,5,5,0.151085669799058
2024-11-16 Team F @ Team E_158756,2,18:28,5,5,0.15113140581091003
2024-11-16 Team F @ Team E_158757,2,18:28,5,5,0.15128166792758244
2024-11-16 Team F @ Team E_158758,2,18:28,5,5,0.15171265280408416
2024-11-16 Team F @ Team E_158759,2,18:28,5,5,0.1517592736853713
2024-11-16 Team F @ Team E_158760,2,18:28,5,5,0.15160482353709773
2024-11-16 Team F @ Team E_158761,2,18:28,5,5,0.1512891039003612
2024-11-16 Team F @ Team E_158762,2,18:28,5,5,0.15020194282463456
2024-11-16 Team F @ Team E_158763,2,18:28,5,5,0.14992552445960003
2024-11-16 Team F @ Team E_158764,2,18:28,5,5,0.1505170941467812
2024-11-16 Team F @ Team E_158765,2,18:28,5,5,0.15123521317687963
2024-11-16 Team F @ Team E_158818,2,18:25,10,10,0.11220688114416202
2024-11-16 Team F @ Team E_158819,2,18:25,10,10,0.10754026144931174
2024-11-16 Team F @ Team E_158820,2,18:25,10,10,0.10321093425393532
2024-11-16 Team F @ Team E_158821,2,18:25,10,10,0.09854257472226793
2024-11-16 Team F @ Team E_158822,2,18:25,10,10,0.09360388537967658
2024-11-16 Team F @ Team E_158823,2,18:25,10,10,0.08873409824717568
2024-11-16 Team F @ Team E_158824,2,18:25,10,10,0.08388931731187341
2024-11-16 Team F @ Team E_158825,2,18:25,10,10,0.07912549767875736
2024-11-16 Team F @ Team E_158826,2,18:25,10,8,0.07249702398974063
2024-11-16 Team F @ Team E_158827,2,18:25,10,8,0.06901978739801512
2024-11-16 Team F @ Team E_158828,2,18:25,10,8,0.06499014006634705
2024-11-16 Team F @ Team E_158829,2,18:25,10,8,0.061381083276002286
2024-11-16 Team F @ Team E_158830,2,18:25,10,8,0.059767778490686416
2024-11-16 Team F @ Team E_158831,2,18:25,10,8,0.05861643866483085
2024-11-16 Team F @ Team E_158832,2,18:25,10,8,0.057987763863298764
2024-11-16 Team F @ Team E_158833,2,18:25,10,8,0.056689221404448924
2024-11-16 Team F @ Team E_158834,2,18:25,10,10,0.05599978411446221
2024-11-16 Team F @ Team E_158835,2,18:25,10,10,0.05587570361558284
2024-11-16 Team F @ Team E_158836,2,18:25,10,10,0.05527163617435961
2024-11-16 Team F @ Team E_158837,2,18:25,10,10,0.05522349265044653
2024-11-16 Team F @ Team E_158838,2,18:25,10,10,0.057684109291352356
2024-11-16 Team F @ Team E_158839,2,18:25,10,10,0.05876862852099997
2024-11-16 Team F @ Team E_158840,2,18:25,10,10,0.06003755120705452
2024-11-16 Team F @ Team E_158841,2,18:25,10,10,0.06237000491643561
2024-11-16 Team F @ Team E_158842,2,18:25,10,10,0.06401650677123871
2024-11-16 Team F @ Team E_158843,2,18:25,10,10,0.06571875431455458
2024-11-16 Team F @ Team E_158844,2,18:25,10,10,0.06751179417413201
2024-11-16 Team F @ Team E_158845,2,18:25,10,10,0.06848131686441611
2024-11-16 Team F @ Team E_158846,2,18:25,10,10,0.06985984114476268
2024-11-16 Team F @ Team E_158847,2,18:25,10,10,0.07229654993979422
2024-11-16 Team F @ Team E_158969,2,18:20,5,5,0.2211689826218203
2024-11-16 Team F @ Team E_158970,2,18:20,5,5,0.21923584932930276
2024-11-16 Team F @ Team E_158971,2,18:20,5,5,0.21651237273900456
2024-11-16 Team F @ Team E_158972,2,18:20,5,5,0.21448084849971563
2024-11-16 Team F @ Team E_158973,2,18:20,5,5,0.20997012045500676
2024-11-16 Team F @ Team E_158974,2,18:20,5,5,0.20745485463522442
2024-11-16 Team F @ Team E_158975,2,18:20,5,5,0.20362071167420606
2024-11-16 Team F @ Team E_158976,2,18:20,5,5,0.20179573176436305
2024-11-16 Team F @ Team E_158977,2,18:20,5,5,0.20206159822580405
2024-11-16 Team F @ Team E_158978,2,18:20,5,5,0.20227061811725378
2024-11-16 Team F @ Team E_158979,2,18:20,5,5,0.2012548090746974
2024-11-16 Team F @ Team E_158980,2,18:20,5,5,0.20000300256966425
2024-11-16 Team F @ Team E_158981,2,18:20,5,5,0.20176343556622486
2024-11-16 Team F @ Team E_158982,2,18:20,5,5,0.20334193610212153
2024-11-16 Team F @ Team E_158983,2,18:20,5,5,0.20305661529248145
2024-11-16 Team F @ Team E_158984,2,18:20,5,5,0.20022575734266043
2024-11-16 Team F @ Team E_158985,2,18:20,5,5,0.20405910672772729
2024-11-16 Team F @ Team E_158986,2,18:20,5,5,0.20772638056963422
2024-11-16 Team F @ Team E_158987,2,18:20,5,5,0.21405252774840167
2024-11-16 Team F @ Team E_158988,2,18:20,5,5,0.21598888358070847
2024-11-16 Team F @ Team E_158989,2,18:20,5,5,0.21404250591533758
2024-11-16 Team F @ Team E_158990,2,18:20,5,5,0.21214179206418482
2024-11-16 Team F @ Team E_158991,2,18:20,5,5,0.21403231282523805
2024-11-16 Team F @ Team E_158992,2,18:20,5,5,0.2125519809985808
2024-11-16 Team F @ Team E_158993,2,18:20,5,5,0.21749151451577545
2024-11-16 Team F @ Team E_158994,2,18:20,5,5,0.22203312138320958
2024-11-16 Team F @ Team E_158995,2,18:20,5,5,0.23021530899853593
2024-11-16 Team F @ Team E_158996,2,18:20,5,5,0.2371749563238768
2024-11-16 Team F @ Team E_158997,2,18:20,5,5,0.24162454408341855
2024-11-16 Team F @ Team E_159028,2,18:18,5,5,0.28313338503711627
2024-11-16 Team F @ Team E_159029,2,18:18,5,5,0.28987000147525827
2024-11-16 Team F @ Team E_159030,2,18:18,5,5,0.29434340977609197
2024-11-16 Team F @ Team E_159031,2,18:18,5,5,0.2901750628942806
2024-11-16 Team F @ Team E_159032,2,18:18,5,5,0.2894787178306219
2024-11-16 Team F @ Team E_159033,2,18:18,5,5,0.2915111064545858
2024-11-16 Team F @ Team E_159034,2,18:18,5,5,0.29064750566222697
2024-11-16 Team F @ Team E_159035,2,18:18,5,5,0.28609896779226934
2024-11-16 Team F @ Team E_159036,2,18:18,5,5,0.28074094524580134
2024-11-16 Team F @ Team E_159037,2,18:18,5,5,0.2765395069273194
2024-11-16 Team F @ Team E_159038,2,18:18,5,5,0.27342541996138303
2024-11-16 Team F @ Team E_159039,2,18:18,5,5,0.2709160590261991
2024-11-16 Team F @ Team E_159040,2,18:18,5,5,0.26911371607537427
2024-11-16 Team F @ Team E_159041,2,18:18,5,5,0.2655257726084903
2024-11-16 Team F @ Team E_159042,2,18:18,5,5,0.2623341414433953
2024-11-16 Team F @ Team E_159043,2,18:18,5,5,0.2591890323478152
2024-11-16 Team F @ Team E_159044,2,18:18,5,5,0.2550628806452755
2024-11-16 Team F @ Team E_159045,2,18:18,5,5,0.24975281965328672
2024-11-16 Team F @ Team E_159046,2,18:18,5,5,0.24755732240479256
2024-11-16 Team F @ Team E_159047,2,18:18,5,5,0.24078457560166686
2024-11-16 Team F @ Team E_159048,2,18:18,5,5,0.23939982442974012
2024-11-16 Team F @ Team E_159049,2,18:18,5,5,0.23566352603200638
2024-11-16 Team F @ Team E_159050,2,18:18,5,5,0.23430094325530526
2024-11-16 Team F @ Team E_159051,2,18:18,5,5,0.23360180965979088
2024-11-16 Team F @ Team E_159052,2,18:18,5,5,0.23110523487568269
2024-11-16 Team F @ Team E_159053,2,18:18,5,5,0.22993751930772732
2024-11-16 Team F @ Team E_159054,2,18:18,5,5,0.22898043680738214
2024-11-16 Team F @ Team E_159055,2,18:18,5,5,0.22724845533442314
2024-11-16 Team F @ Team E_159056,2,18:18,5,5,0.22998404091492958
2024-11-16 Team F @ Team E_159057,2,18:18,5,5,0.23113487465770186
2024-11-16 Team F @ Team E_159058,2,18:18,5,5,0.23133031628290893
2024-11-16 Team F @ Team E_159059,2,18:17,5,5,0.23113598197248036
2024-11-16 Team F @ Team E_159060,2,18:17,5,5,0.23104735005346289
2024-11-16 Team F @ Team E_159061,2,18:17,5,5,0.2300203809788458
2024-11-16 Team F @ Team E_159062,2,18:17,5,5,0.22780535844247918
2024-11-16 Team F @ Team E_159063,2,18:17,5,5,0.2315727353346968
2024-11-16 Team F @ Team E_159064,2,18:17,5,5,0.2350769332858155
2024-11-16 Team F @ Team E_159065,2,18:17,5,5,0.24037938672306386
2024-11-16 Team F @ Team E_159066,2,18:17,5,5,0.2388710136799452
2024-11-16 Team F @ Team E_159067,2,18:17,5,5,0.24165651725807985
2024-11-16 Team F @ Team E_159068,2,18:17,5,5,0.2447870571299116
2024-11-16 Team F @ Team E_159069,2,18:17,5,5,0.24553154091467144
2024-11-16 Team F @ Team E_159070,2,18:17,5,5,0.245681362842958
2024-11-16 Team F @ Team E_159071,2,18:17,5,5,0.24870605572800053
2024-11-16 Team F @ Team E_159072,2,18:17,5,5,0.2479918920978737
2024-11-16 Team F @ Team E_159073,2,18:17,5,5,0.24841230626799143
2024-11-16 Team F @ Team E_159074,2,18:17,5,5,0.24753120083843366
2024-11-16 Team F @ Team E_159075,2,18:17,5,5,0.2516142646827878
2024-11-16 Team F @ Team E_159076,2,18:17,5,5,0.2561962225439052
2024-11-16 Team F @ Team E_159077,2,18:17,5,5,0.25714431282219136
2024-11-16 Team F @ Team E_159078,2,18:17,5,5,0.2556564176245982
2024-11-16 Team F @ Team E_159079,2,18:17,5,5,0.2559830417762993
2024-11-16 Team F @ Team E_159080,2,18:17,5,5,0.2549925192568349
2024-11-16 Team F @ Team E_159081,2,18:17,5,5,0.2547724490320777
2024-11-16 Team F @ Team E_159082,2,18:17,5,5,0.2523006477713531
2024-11-16 Team F @ Team E_159083,2,18:17,5,5,0.25294427383562973
2024-11-16 Team F @ Team E_159084,2,18:17,5,5,0.25686205005307994
2024-11-16 Team F @ Team E_159085,2,18:17,5,5,0.25792955559265507
2024-11-16 Team F @ Team E_159086,2,18:17,5,5,0.25802604835216225
2024-11-16 Team F @ Team E_159087,2,18:17,5,5,0.25684663463797974
2024-11-16 Team F @ Team E_159088,2,18:17,5,5,0.2532006771699827
2024-11-16 Team F @ Team E_159119,2,18:15,5,5,0.2829359957998237
2024-11-16 Team F @ Team E_159120,2,18:15,5,5,0.28323696132327825
2024-11-16 Team F @ Team E_159121,2,18:15,5,5,0.28110836446746057
2024-11-16 Team F @ Team E_159122,2,18:15,5,5,0.27776006429341576
2024-11-16 Team F @ Team E_159123,2,18:15,5,5,0.2755535442177695
2024-11-16 Team F @ Team E_159124,2,18:15,5,5,0.27211780973601235
2024-11-16 Team F @ Team E_159125,2,18:15,5,5,0.2684262575538669
2024-11-16 Team F @ Team E_159126,2,18:15,5,5,0.2636195537589448
