Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
11/15/2024,Team C,Team D,1,17:21,5,4,1,0,Team D,7,Puck Recovery,78,6.5,,,,,,,
11/15/2024,Team C,Team D,1,17:21,5,4,1,0,Team D,7,Dump In/Out,78,6.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,17:20,5,4,1,0,Team C,89,Puck Recovery,29,-0.5,,,,,,,
11/15/2024,Team C,Team D,1,17:18,5,4,1,0,Team C,89,Play,33,-20.5,Indirect,,,,28.0,94.0,-15.5
11/15/2024,Team C,Team D,1,17:14,5,4,1,0,Team C,28,Play,90,28.5,Direct,,,,92.0,44.0,39.5
11/15/2024,Team C,Team D,1,17:11,5,4,1,0,Team C,92,Play,27,16.5,Direct,,,,28.0,66.0,38.5
11/15/2024,Team C,Team D,1,17:10,5,4,1,0,Team C,28,Incomplete Play,59,40.5,Direct,,,,84.0,86.0,11.5
11/15/2024,Team C,Team D,1,17:06,5,4,1,0,Team C,14,Puck Recovery,-21,32.5,,,,,,,
11/15/2024,Team C,Team D,1,17:03,5,4,1,0,Team C,14,Play,-19,-5.5,Indirect,,,,84.0,20.0,38.5
11/15/2024,Team C,Team D,1,17:02,5,4,1,0,Team C,84,Zone Entry,24,38.5,Carried,,,,4.0,,
11/15/2024,Team C,Team D,1,17:01,5,4,1,0,Team C,84,Play,32,39.5,Indirect,,,,92.0,76.0,-40.5
11/15/2024,Team C,Team D,1,16:56,5,4,1,0,Team C,92,Incomplete Play,78,-32.5,Direct,,,,89.0,59.0,-38.5
11/15/2024,Team C,Team D,1,16:55,5,4,1,0,Team D,41,Puck Recovery,65,-19.5,,,,,,,
11/15/2024,Team C,Team D,1,16:54,5,4,1,0,Team D,41,Incomplete Play,63,-15.5,Direct,,,,45.0,47.0,-6.5
11/15/2024,Team C,Team D,1,16:53,5,4,1,0,Team C,84,Puck Recovery,55,-6.5,,,,,,,
11/15/2024,Team C,Team D,1,16:53,5,4,1,0,Team C,84,Play,55,-6.5,Direct,,,,28.0,71.0,-4.5
11/15/2024,Team C,Team D,1,16:50,5,4,1,0,Team C,89,Puck Recovery,78,37.5,,,,,,,
11/15/2024,Team C,Team D,1,16:50,5,4,1,0,Team C,89,Play,78,37.5,Indirect,,,,28.0,98.0,0.5
11/15/2024,Team C,Team D,1,16:48,5,4,1,0,Team C,28,Play,97,-8.5,Direct,,,,92.0,85.0,-29.5
11/15/2024,Team C,Team D,1,16:47,5,4,1,0,Team C,92,Play,78,-34.5,Direct,,,,14.0,30.0,-35.5
11/15/2024,Team C,Team D,1,16:45,5,4,1,0,Team C,14,Incomplete Play,37,-39.5,Direct,,,,84.0,59.0,-15.5
11/15/2024,Team C,Team D,1,16:43,5,4,1,0,Team D,4,Puck Recovery,72,-1.5,,,,,,,
11/15/2024,Team C,Team D,1,16:40,5,4,1,0,Team C,89,Puck Recovery,41,39.5,,,,,,,
11/15/2024,Team C,Team D,1,16:36,5,4,1,0,Team C,89,Puck Recovery,5,-37.5,,,,,,,
11/15/2024,Team C,Team D,1,16:34,5,4,1,0,Team C,89,Play,-11,-22.5,Direct,,,,14.0,15.0,33.5
11/15/2024,Team C,Team D,1,16:33,5,4,1,0,Team C,14,Zone Entry,25,36.5,Carried,,,,4.0,,
11/15/2024,Team C,Team D,1,16:32,5,4,1,0,Team C,14,Play,40,36.5,Direct,,,,92.0,70.0,-3.5
11/15/2024,Team C,Team D,1,16:30,5,4,1,0,Team C,92,Shot,80,-0.5,Snapshot,On Net,0.0,f,,,
11/15/2024,Team C,Team D,1,16:28,5,4,1,0,Team D,27,Puck Recovery,88,-32.5,,,,,,,
11/15/2024,Team C,Team D,1,16:28,5,4,1,0,Team D,27,Dump In/Out,88,-32.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,16:23,5,4,1,0,Team C,Go,Puck Recovery,-86,9.5,,,,,,,
11/15/2024,Team C,Team D,1,16:22,5,4,1,0,Team C,Go,Play,-92,8.5,Indirect,,,,55.0,-97.0,-16.5
11/15/2024,Team C,Team D,1,16:13,5,4,1,0,Team C,55,Zone Entry,25,37.5,Carried,,,,7.0,,
11/15/2024,Team C,Team D,1,16:10,5,4,1,0,Team C,55,Play,96,-19.5,Indirect,,,,26.0,65.0,-38.5
11/15/2024,Team C,Team D,1,16:09,5,4,1,0,Team C,26,Play,65,-38.5,Direct,,,,70.0,92.0,-20.5
11/15/2024,Team C,Team D,1,16:03,5,4,1,0,Team D,47,Puck Recovery,58,-35.5,,,,,,,
11/15/2024,Team C,Team D,1,16:03,5,4,1,0,Team D,47,Dump In/Out,58,-35.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,15:59,5,4,1,0,Team C,Go,Puck Recovery,-87,19.5,,,,,,,
11/15/2024,Team C,Team D,1,15:59,5,4,1,0,Team C,Go,Play,-87,19.5,Direct,,,,55.0,-61.0,-0.5
11/15/2024,Team C,Team D,1,15:55,5,4,1,0,Team C,55,Play,-21,-5.5,Direct,,,,62.0,-28.0,-6.5
11/15/2024,Team C,Team D,1,15:50,5,4,1,0,Team C,38,Puck Recovery,-14,-27.5,,,,,,,
11/15/2024,Team C,Team D,1,15:49,5,4,1,0,Team C,38,Play,-29,-14.5,Direct,,,,91.0,-12.0,21.5
11/15/2024,Team C,Team D,1,11:43,4,5,1,0,Team D,25,Faceoff Win,-69,22.5,Backhand,,,,12.0,,
11/15/2024,Team C,Team D,1,11:42,4,5,1,0,Team D,19,Puck Recovery,-69,18.5,,,,,,,
11/15/2024,Team C,Team D,1,11:42,4,5,1,0,Team D,19,Incomplete Play,-69,18.5,Direct,,,,13.0,-64.0,15.5
11/15/2024,Team C,Team D,1,11:40,4,5,1,0,Team D,45,Puck Recovery,-56,8.5,,,,,,,
11/15/2024,Team C,Team D,1,11:36,4,5,1,0,Team D,45,Play,-99,-17.5,Indirect,,,,19.0,-77.0,-40.5
11/15/2024,Team C,Team D,1,11:32,4,5,1,0,Team D,19,Play,-92,-25.5,Indirect,,,,44.0,-28.0,-30.5
11/15/2024,Team C,Team D,1,11:30,4,5,1,0,Team D,44,Play,-28,-17.5,Direct,,,,19.0,-64.0,-31.5
11/15/2024,Team C,Team D,1,11:29,4,5,1,0,Team D,19,Play,-62,-29.5,Direct,,,,25.0,-83.0,-13.5
11/15/2024,Team C,Team D,1,11:27,4,5,1,0,Team D,25,Incomplete Play,-83,-18.5,Direct,,,,13.0,-83.0,3.5
11/15/2024,Team C,Team D,1,11:25,4,5,1,0,Team D,13,Puck Recovery,-98,5.5,,,,,,,
11/15/2024,Team C,Team D,1,11:25,4,5,1,0,Team D,13,Play,-98,5.5,Indirect,,,,25.0,-86.0,-37.5
11/15/2024,Team C,Team D,1,11:23,4,5,1,0,Team D,25,Play,-86,-37.5,Indirect,,,,13.0,-99.0,-12.5
11/15/2024,Team C,Team D,1,11:20,4,5,1,0,Team D,13,Play,-96,-25.5,Indirect,,,,44.0,-33.0,-37.5
11/15/2024,Team C,Team D,1,11:18,4,5,1,0,Team D,44,Play,-31,-27.5,Direct,,,,13.0,-58.0,-37.5
11/15/2024,Team C,Team D,1,11:16,4,5,1,0,Team D,13,Shot,-61,-16.5,Wristshot,Blocked,1.0,f,,,
11/15/2024,Team C,Team D,1,11:13,4,5,1,0,Team D,13,Puck Recovery,-67,35.5,,,,,,,
11/15/2024,Team C,Team D,1,11:10,4,5,1,0,Team D,13,Play,-60,37.5,Direct,,,,44.0,-29.0,32.5
11/15/2024,Team C,Team D,1,11:10,4,5,1,0,Team D,44,Play,-29,32.5,Indirect,,,,25.0,-40.0,-35.5
11/15/2024,Team C,Team D,1,11:04,4,5,1,0,Team D,25,Play,-65,-34.5,Indirect,,,,13.0,-41.0,-38.5
11/15/2024,Team C,Team D,1,11:01,4,5,1,0,Team D,13,Incomplete Play,-55,-30.5,Direct,,,,19.0,-68.0,18.5
11/15/2024,Team C,Team D,1,11:00,4,5,1,0,Team C,12,Takeaway,-65,-1.5,,,,,,,
11/15/2024,Team C,Team D,1,10:59,4,5,1,0,Team C,12,Dump In/Out,-68,-4.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,10:56,4,5,1,0,Team D,44,Puck Recovery,5,-36.5,,,,,,,
11/15/2024,Team C,Team D,1,10:47,4,5,1,0,Team D,44,Play,40,13.5,Direct,,,,13.0,-4.0,0.5
11/15/2024,Team C,Team D,1,10:44,4,5,1,0,Team C,14,Puck Recovery,-48,36.5,,,,,,,
11/15/2024,Team C,Team D,1,10:44,4,5,1,0,Team C,14,Play,-48,36.5,Indirect,,,,67.0,-3.0,37.5
11/15/2024,Team C,Team D,1,10:42,4,5,1,0,Team C,67,Dump In/Out,-3,37.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,10:38,4,5,1,0,Team D,Go,Puck Recovery,98,0.5,,,,,,,
11/15/2024,Team C,Team D,1,10:37,4,5,1,0,Team D,Go,Play,96,0.5,Indirect,,,,44.0,96.0,0.5
11/15/2024,Team C,Team D,1,10:30,4,5,1,0,Team D,44,Play,61,0.5,Direct,,,,41.0,12.0,-10.5
11/15/2024,Team C,Team D,1,10:29,4,5,1,0,Team D,41,Play,6,-4.5,Indirect,,,,14.0,-10.0,36.5
11/15/2024,Team C,Team D,1,10:27,4,5,1,0,Team D,14,Dump In/Out,-19,40.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,10:27,4,5,1,0,Team D,14,Zone Entry,-25,40.5,Dumped,,,,14.0,,
11/15/2024,Team C,Team D,1,10:25,4,5,1,0,Team C,38,Puck Recovery,-99,13.5,,,,,,,
11/15/2024,Team C,Team D,1,10:25,4,5,1,0,Team C,38,Dump In/Out,-99,13.5,Retained,,,,,,
11/15/2024,Team C,Team D,1,10:22,4,5,1,0,Team C,90,Puck Recovery,-37,26.5,,,,,,,
11/15/2024,Team C,Team D,1,10:19,4,5,1,0,Team C,90,Zone Entry,25,37.5,Carried,,,,4.0,,
11/15/2024,Team C,Team D,1,10:18,4,5,1,0,Team C,90,Incomplete Play,45,31.5,Direct,,,,67.0,66.0,-3.5
11/15/2024,Team C,Team D,1,10:16,4,5,1,0,Team D,27,Puck Recovery,93,14.5,,,,,,,
11/15/2024,Team C,Team D,1,10:14,4,5,1,0,Team D,27,Play,94,25.5,Indirect,,,,4.0,98.0,1.5
11/15/2024,Team C,Team D,1,10:11,4,5,1,0,Team D,4,Play,67,-14.5,Direct,,,,28.0,29.0,-32.5
11/15/2024,Team C,Team D,1,10:09,4,5,1,0,Team D,28,Play,4,-16.5,Direct,,,,27.0,-13.0,27.5
11/15/2024,Team C,Team D,1,10:08,4,5,1,0,Team D,27,Zone Entry,-25,36.5,Carried,,,,14.0,,
11/15/2024,Team C,Team D,1,10:06,4,5,1,0,Team D,14,Puck Recovery,-29,37.5,,,,,,,
11/15/2024,Team C,Team D,1,10:04,4,5,1,0,Team D,14,Incomplete Play,-67,37.5,Direct,,,,41.0,-74.0,-4.5
11/15/2024,Team C,Team D,1,10:02,4,5,1,0,Team D,41,Puck Recovery,-71,-31.5,,,,,,,
11/15/2024,Team C,Team D,1,10:01,4,5,1,0,Team D,41,Play,-79,-37.5,Indirect,,,,14.0,-51.0,40.5
11/15/2024,Team C,Team D,1,9:53,4,5,1,0,Team D,4,Puck Recovery,-7,32.5,,,,,,,
11/15/2024,Team C,Team D,1,9:51,4,5,1,0,Team D,4,Play,17,32.5,Direct,,,,14.0,-24.0,38.5
11/15/2024,Team C,Team D,1,9:50,4,5,1,0,Team D,14,Zone Entry,-25,38.5,Carried,,,,14.0,,
11/15/2024,Team C,Team D,1,9:50,4,5,1,0,Team D,14,Play,-32,40.5,Indirect,,,,28.0,-93.0,26.5
11/15/2024,Team C,Team D,1,9:45,4,5,1,0,Team C,14,Takeaway,-87,36.5,,,,,,,
11/15/2024,Team C,Team D,1,9:45,4,5,1,0,Team C,14,Dump In/Out,-86,37.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,1:41,4,5,1,0,Team D,18,Faceoff Win,-69,-21.5,Backhand,,,,91.0,,
11/15/2024,Team C,Team D,1,1:40,4,5,1,0,Team D,28,Puck Recovery,-53,-40.5,,,,,,,
11/15/2024,Team C,Team D,1,1:40,4,5,1,0,Team D,28,Play,-53,-40.5,Direct,,,,4.0,-29.0,-28.5
11/15/2024,Team C,Team D,1,1:38,4,5,1,0,Team D,4,Incomplete Play,-29,-13.5,Direct,,,,28.0,-33.0,-27.5
11/15/2024,Team C,Team D,1,1:36,4,5,1,0,Team C,14,Puck Recovery,-72,-24.5,,,,,,,
11/15/2024,Team C,Team D,1,1:36,4,5,1,0,Team C,14,Dump In/Out,-74,-25.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,1:30,4,5,1,0,Team D,Go,Puck Recovery,97,-7.5,,,,,,,
11/15/2024,Team C,Team D,1,1:30,4,5,1,0,Team D,Go,Play,97,-7.5,Direct,,,,4.0,97.0,0.5
11/15/2024,Team C,Team D,1,1:23,4,5,1,0,Team D,4,Zone Entry,-26,-3.5,Carried,,,,46.0,,
11/15/2024,Team C,Team D,1,1:23,4,5,1,0,Team D,4,Incomplete Play,-35,-5.5,Direct,,,,28.0,-53.0,-29.5
11/15/2024,Team C,Team D,1,1:18,4,5,1,0,Team D,27,Puck Recovery,-99,-9.5,,,,,,,
11/15/2024,Team C,Team D,1,1:18,4,5,1,0,Team D,27,Play,-99,-9.5,Indirect,,,,41.0,-64.0,41.5
11/15/2024,Team C,Team D,1,1:15,4,5,1,0,Team D,41,Play,-51,40.5,Direct,,,,4.0,-24.0,-8.5
11/15/2024,Team C,Team D,1,1:15,4,5,1,0,Team D,4,Play,-24,-8.5,Direct,,,,41.0,-44.0,32.5
11/15/2024,Team C,Team D,1,1:13,4,5,1,0,Team C,90,Faceoff Win,-20,22.5,Backhand,,,,25.0,,
11/15/2024,Team C,Team D,1,1:12,4,5,1,0,Team C,67,Puck Recovery,-28,28.5,,,,,,,
11/15/2024,Team C,Team D,1,1:12,4,5,1,0,Team C,67,Play,-28,28.5,Direct,,,,41.0,-50.0,28.5
11/15/2024,Team C,Team D,1,1:11,4,5,1,0,Team C,41,Dump In/Out,-52,30.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,1:08,4,5,1,0,Team D,Go,Puck Recovery,98,5.5,,,,,,,
11/15/2024,Team C,Team D,1,1:06,4,5,1,0,Team D,Go,Play,96,1.5,Indirect,,,,44.0,96.0,1.5
11/15/2024,Team C,Team D,1,1:02,4,5,1,0,Team D,44,Play,64,2.5,Direct,,,,45.0,20.0,-18.5
11/15/2024,Team C,Team D,1,1:01,4,5,1,0,Team D,45,Play,20,-18.5,Direct,,,,44.0,39.0,-2.5
11/15/2024,Team C,Team D,1,1:00,4,5,1,0,Team D,44,Play,31,-2.5,Direct,,,,19.0,41.0,-16.5
11/15/2024,Team C,Team D,1,0:58,4,5,1,0,Team D,19,Play,11,-16.5,Direct,,,,45.0,-13.0,-34.5
11/15/2024,Team C,Team D,1,0:54,4,5,1,0,Team D,45,Play,-15,-11.5,Direct,,,,25.0,-21.0,19.5
11/15/2024,Team C,Team D,1,0:53,4,5,1,0,Team D,25,Zone Entry,-26,24.5,Carried,,,,41.0,,
11/15/2024,Team C,Team D,1,0:52,4,5,1,0,Team D,25,Incomplete Play,-30,30.5,Indirect,,,,19.0,-83.0,-31.5
11/15/2024,Team C,Team D,1,0:49,4,5,1,0,Team D,13,Puck Recovery,-56,-37.5,,,,,,,
11/15/2024,Team C,Team D,1,0:47,4,5,1,0,Team C,90,Dump In/Out,-33,-37.5,Lost,,,,,,
11/15/2024,Team C,Team D,1,0:43,4,5,1,0,Team D,44,Puck Recovery,32,-34.5,,,,,,,
11/15/2024,Team C,Team D,1,0:43,4,5,1,0,Team D,44,Play,40,-37.5,Direct,,,,19.0,12.0,-31.5
11/15/2024,Team C,Team D,1,0:39,4,5,1,0,Team D,19,Play,21,-14.5,Indirect,,,,25.0,12.0,39.5
11/15/2024,Team C,Team D,1,0:37,4,5,1,0,Team D,25,Play,12,39.5,Direct,,,,44.0,64.0,3.5
11/15/2024,Team C,Team D,1,0:32,4,5,1,0,Team D,44,Play,67,1.5,Direct,,,,13.0,59.0,-1.5
11/15/2024,Team C,Team D,1,0:29,4,5,1,0,Team D,13,Dump In/Out,-15,-16.5,Retained,,,,,,
11/15/2024,Team C,Team D,1,0:29,4,5,1,0,Team D,13,Zone Entry,-25,-21.5,Dumped,,,,41.0,,
11/15/2024,Team C,Team D,1,0:24,4,5,1,0,Team D,19,Puck Recovery,-75,40.5,,,,,,,
11/15/2024,Team C,Team D,1,0:24,4,5,1,0,Team D,19,Play,-75,40.5,Direct,,,,44.0,-45.0,36.5
11/15/2024,Team C,Team D,1,0:21,4,5,1,0,Team D,44,Play,-44,39.5,Direct,,,,19.0,-65.0,40.5
11/15/2024,Team C,Team D,1,0:20,4,5,1,0,Team D,19,Play,-59,39.5,Direct,,,,44.0,-35.0,0.5
11/15/2024,Team C,Team D,1,0:19,4,5,1,0,Team D,44,Shot,-42,-2.5,Wristshot,Missed,1.0,f,,,
11/15/2024,Team C,Team D,1,0:19,4,5,1,0,Team D,25,Shot,-82,0.5,Deflection,Missed,0.0,f,,,
11/15/2024,Team C,Team D,1,0:16,4,5,1,0,Team D,19,Puck Recovery,-86,34.5,,,,,,,
11/15/2024,Team C,Team D,1,0:16,4,5,1,0,Team D,19,Incomplete Play,-86,34.5,Indirect,,,,25.0,-99.0,13.5
11/15/2024,Team C,Team D,1,0:12,4,5,1,0,Team D,25,Puck Recovery,-98,11.5,,,,,,,
11/15/2024,Team C,Team D,1,0:12,4,5,1,0,Team D,25,Play,-98,11.5,Indirect,,,,13.0,-96.0,-26.5
11/15/2024,Team C,Team D,1,0:10,4,5,1,0,Team D,13,Play,-96,-26.5,Indirect,,,,45.0,-45.0,-40.5
11/15/2024,Team C,Team D,1,0:08,4,5,1,0,Team D,45,Play,-45,-40.5,Indirect,,,,25.0,-99.0,-13.5
11/15/2024,Team C,Team D,1,0:03,4,5,1,0,Team D,25,Play,-97,-8.5,Indirect,,,,13.0,-92.0,-27.5
11/15/2024,Team C,Team D,1,0:02,4,5,1,0,Team D,13,Incomplete Play,-92,-27.5,Indirect,,,,44.0,-28.0,-10.5
11/15/2024,Team C,Team D,2,20:00,4,5,1,0,Team C,91,Faceoff Win,0,0.5,Forehand,,,,25.0,,
11/15/2024,Team C,Team D,2,20:00,4,5,1,0,Team C,91,Puck Recovery,0,0.5,,,,,,,
11/15/2024,Team C,Team D,2,20:00,4,5,1,0,Team C,91,Dump In/Out,0,0.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,19:57,4,5,1,0,Team D,Go,Puck Recovery,-87,1.5,,,,,,,
11/15/2024,Team C,Team D,2,19:57,4,5,1,0,Team D,Go,Play,-87,1.5,Direct,,,,47.0,-87.0,10.5
11/15/2024,Team C,Team D,2,19:52,4,5,1,0,Team D,47,Play,-43,4.5,Direct,,,,45.0,0.0,35.5
11/15/2024,Team C,Team D,2,19:51,4,5,1,0,Team D,45,Dump In/Out,0,35.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,19:51,4,5,1,0,Team D,45,Zone Entry,24,40.5,Dumped,,,,55.0,,
11/15/2024,Team C,Team D,2,19:48,4,5,1,0,Team C,55,Puck Recovery,85,29.5,,,,,,,
11/15/2024,Team C,Team D,2,19:48,4,5,1,0,Team C,55,Play,85,29.5,Indirect,,,,26.0,85.0,-37.5
11/15/2024,Team C,Team D,2,19:45,4,5,1,0,Team C,26,Dump In/Out,85,-37.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,2:46,4,5,1,1,Team C,63,Faceoff Win,69,-21.5,Backhand,,,,25.0,,
11/15/2024,Team C,Team D,2,2:43,4,5,1,1,Team C,46,Puck Recovery,96,-22.5,,,,,,,
11/15/2024,Team C,Team D,2,2:43,4,5,1,1,Team D,45,Puck Recovery,94,-24.5,,,,,,,
11/15/2024,Team C,Team D,2,2:43,4,5,1,1,Team D,45,Play,94,-24.5,Indirect,,,,44.0,33.0,-39.5
11/15/2024,Team C,Team D,2,2:40,4,5,1,1,Team D,44,Play,33,-30.5,Direct,,,,25.0,54.0,-38.5
11/15/2024,Team C,Team D,2,2:38,4,5,1,1,Team D,25,Play,68,-27.5,Direct,,,,13.0,74.0,29.5
11/15/2024,Team C,Team D,2,2:33,4,5,1,1,Team D,13,Play,84,37.5,Direct,,,,44.0,30.0,30.5
11/15/2024,Team C,Team D,2,2:31,4,5,1,1,Team D,44,Shot,32,23.5,Wristshot,Blocked,1.0,f,,,
11/15/2024,Team C,Team D,2,2:29,4,5,1,1,Team C,67,Puck Recovery,65,-9.5,,,,,,,
11/15/2024,Team C,Team D,2,2:29,4,5,1,1,Team C,67,Dump In/Out,65,-9.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,2:24,4,5,1,1,Team D,Go,Puck Recovery,-83,-15.5,,,,,,,
11/15/2024,Team C,Team D,2,2:24,4,5,1,1,Team D,Go,Play,-83,-15.5,Direct,,,,44.0,-94.0,-5.5
11/15/2024,Team C,Team D,2,2:15,4,5,1,1,Team D,44,Play,-30,-27.5,Direct,,,,13.0,-46.0,-8.5
11/15/2024,Team C,Team D,2,2:13,4,5,1,1,Team D,13,Play,-37,-7.5,Direct,,,,19.0,-25.0,2.5
11/15/2024,Team C,Team D,2,2:12,4,5,1,1,Team D,19,Play,-5,4.5,Direct,,,,25.0,18.0,-38.5
11/15/2024,Team C,Team D,2,2:10,4,5,1,1,Team D,25,Zone Entry,25,-39.5,Carried,,,,14.0,,
11/15/2024,Team C,Team D,2,2:09,4,5,1,1,Team D,25,Play,49,-40.5,Direct,,,,13.0,71.0,-14.5
11/15/2024,Team C,Team D,2,2:08,4,5,1,1,Team D,13,Shot,79,-13.5,Wristshot,On Net,0.0,f,,,
11/15/2024,Team C,Team D,2,2:05,4,5,1,1,Team D,45,Puck Recovery,34,41.5,,,,,,,
11/15/2024,Team C,Team D,2,2:05,4,5,1,1,Team D,45,Play,34,41.5,Direct,,,,19.0,54.0,36.5
11/15/2024,Team C,Team D,2,2:03,4,5,1,1,Team D,19,Play,54,36.5,Direct,,,,45.0,36.0,37.5
11/15/2024,Team C,Team D,2,2:02,4,5,1,1,Team D,45,Play,36,37.5,Direct,,,,44.0,31.0,3.5
11/15/2024,Team C,Team D,2,2:01,4,5,1,1,Team D,44,Play,37,-3.5,Direct,,,,19.0,60.0,27.5
11/15/2024,Team C,Team D,2,1:58,4,5,1,1,Team C,12,Puck Recovery,66,10.5,,,,,,,
11/15/2024,Team C,Team D,2,1:56,4,5,1,1,Team C,12,Dump In/Out,60,40.5,Lost,,,,,,
11/15/2024,Team C,Team D,2,1:52,4,5,1,1,Team D,Go,Puck Recovery,-87,35.5,,,,,,,
11/15/2024,Team C,Team D,2,1:52,4,5,1,1,Team D,Go,Play,-87,35.5,Direct,,,,44.0,-79.0,34.5
11/15/2024,Team C,Team D,2,1:49,4,5,1,1,Team D,44,Play,-79,6.5,Direct,,,,19.0,11.0,34.5
11/15/2024,Team C,Team D,2,1:45,4,5,1,1,Team D,13,Puck Recovery,-56,40.5,,,,,,,
