Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
10/13/2024,Team A,Team B,1,10:58,5,4,0,0,Team B,27,Puck Recovery,-73,33.5,,,,,,,
10/13/2024,Team A,Team B,1,10:58,5,4,0,0,Team B,27,Dump In/Out,-75,29.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,10:53,5,4,0,0,Team A,Go,Puck Recovery,97,1.5,,,,,,,
10/13/2024,Team A,Team B,1,10:53,5,4,0,0,Team A,Go,Play,97,1.5,Indirect,,,,2.0,97.0,1.5
10/13/2024,Team A,Team B,1,10:47,5,4,0,0,Team A,2,Play,9,22.5,Direct,,,,28.0,40.0,15.5
10/13/2024,Team A,Team B,1,10:45,5,4,0,0,Team A,28,Play,14,8.5,Direct,,,,29.0,-9.0,-11.5
10/13/2024,Team A,Team B,1,10:44,5,4,0,0,Team A,29,Play,-13,-17.5,Direct,,,,8.0,-31.0,-38.5
10/13/2024,Team A,Team B,1,10:44,5,4,0,0,Team A,29,Zone Entry,-26,-37.5,Played,,,,27.0,,
10/13/2024,Team A,Team B,1,10:41,5,4,0,0,Team B,28,Takeaway,-49,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,10:24,5,5,0,0,Team A,8,Penalty Taken,-41,20.5,Slashing,,,,20.0,,
10/13/2024,Team A,Team B,1,10:24,4,5,0,0,Team A,14,Faceoff Win,69,22.5,Backhand,,,,9.0,,
10/13/2024,Team A,Team B,1,10:20,4,5,0,0,Team A,38,Puck Recovery,54,36.5,,,,,,,
10/13/2024,Team A,Team B,1,10:20,4,5,0,0,Team A,38,Dump In/Out,54,36.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,10:18,4,5,0,0,Team B,2,Puck Recovery,29,32.5,,,,,,,
10/13/2024,Team A,Team B,1,10:18,4,5,0,0,Team B,2,Incomplete Play,29,32.5,Direct,,,,25.0,58.0,0.5
10/13/2024,Team A,Team B,1,10:16,4,5,0,0,Team A,3,Puck Recovery,39,4.5,,,,,,,
10/13/2024,Team A,Team B,1,10:16,4,5,0,0,Team A,3,Incomplete Play,30,5.5,Direct,,,,14.0,-6.0,-22.5
10/13/2024,Team A,Team B,1,10:14,4,5,0,0,Team A,14,Puck Recovery,-20,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,10:14,4,5,0,0,Team A,14,Dump In/Out,-20,-38.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,10:11,4,5,0,0,Team B,2,Puck Recovery,-95,-20.5,,,,,,,
10/13/2024,Team A,Team B,1,10:06,4,5,0,0,Team B,2,Play,-35,-12.5,Direct,,,,23.0,-47.0,-13.5
10/13/2024,Team A,Team B,1,10:02,4,5,0,0,Team B,23,Zone Entry,25,-23.5,Carried,,,,3.0,,
10/13/2024,Team A,Team B,1,10:02,4,5,0,0,Team B,23,Play,32,-22.5,Direct,,,,9.0,36.0,-38.5
10/13/2024,Team A,Team B,1,9:59,4,5,0,0,Team B,9,Play,78,-37.5,Direct,,,,25.0,43.0,-37.5
10/13/2024,Team A,Team B,1,9:57,4,5,0,0,Team B,25,Play,37,-38.5,Direct,,,,2.0,31.0,7.5
10/13/2024,Team A,Team B,1,9:56,4,5,0,0,Team B,2,Play,27,7.5,Direct,,,,23.0,46.0,-38.5
10/13/2024,Team A,Team B,1,9:53,4,5,0,0,Team B,23,Play,45,-28.5,Direct,,,,2.0,26.0,-11.5
10/13/2024,Team A,Team B,1,9:52,4,5,0,0,Team B,2,Play,28,-12.5,Direct,,,,23.0,52.0,-29.5
10/13/2024,Team A,Team B,1,9:50,4,5,0,0,Team B,23,Incomplete Play,62,-25.5,Direct,,,,25.0,87.0,-9.5
10/13/2024,Team A,Team B,1,9:44,4,5,0,0,Team A,3,Puck Recovery,77,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,9:44,4,5,0,0,Team A,3,Play,77,-37.5,Indirect,,,,21.0,56.0,-38.5
10/13/2024,Team A,Team B,1,9:43,4,5,0,0,Team A,21,Play,56,-38.5,Direct,,,,14.0,34.0,-22.5
10/13/2024,Team A,Team B,1,9:41,4,5,0,0,Team A,14,Play,34,-22.5,Direct,,,,21.0,17.0,-38.5
10/13/2024,Team A,Team B,1,9:40,4,5,0,0,Team A,21,Dump In/Out,-15,-39.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,9:35,4,5,0,0,Team B,2,Puck Recovery,-96,-5.5,,,,,,,
10/13/2024,Team A,Team B,1,9:28,4,5,0,0,Team B,2,Play,-27,11.5,Direct,,,,29.0,-53.0,9.5
10/13/2024,Team A,Team B,1,9:24,4,5,0,0,Team B,29,Play,20,31.5,Direct,,,,28.0,28.0,38.5
10/13/2024,Team A,Team B,1,9:23,4,5,0,0,Team B,29,Zone Entry,25,39.5,Played,,,,7.0,,
10/13/2024,Team A,Team B,1,9:23,4,5,0,0,Team B,28,Play,28,38.5,Indirect,,,,19.0,96.0,5.5
10/13/2024,Team A,Team B,1,9:19,4,5,0,0,Team B,19,Puck Recovery,94,19.5,,,,,,,
10/13/2024,Team A,Team B,1,9:17,4,5,0,0,Team B,19,Play,85,33.5,Indirect,,,,8.0,30.0,35.5
10/13/2024,Team A,Team B,1,9:15,4,5,0,0,Team B,8,Play,33,18.5,Direct,,,,15.0,37.0,-23.5
10/13/2024,Team A,Team B,1,9:14,4,5,0,0,Team B,15,Play,43,-30.5,Direct,,,,19.0,56.0,-36.5
10/13/2024,Team A,Team B,1,9:06,4,5,0,0,Team B,19,Play,75,-24.5,Direct,,,,28.0,87.0,-11.5
10/13/2024,Team A,Team B,1,9:06,4,5,0,0,Team B,28,Incomplete Play,87,-11.5,Direct,,,,15.0,80.0,-3.5
10/13/2024,Team A,Team B,1,9:04,4,5,0,0,Team B,19,Puck Recovery,75,-5.5,,,,,,,
10/13/2024,Team A,Team B,1,9:04,4,5,0,0,Team B,19,Shot,77,-1.5,Snapshot,On Net,1.0,f,,,
10/13/2024,Team A,Team B,1,9:03,4,5,0,0,Team B,15,Faceoff Win,69,22.5,Backhand,,,,14.0,,
10/13/2024,Team A,Team B,1,9:02,4,5,0,0,Team B,29,Puck Recovery,61,15.5,,,,,,,
10/13/2024,Team A,Team B,1,9:02,4,5,0,0,Team B,29,Play,61,15.5,Indirect,,,,8.0,30.0,39.5
10/13/2024,Team A,Team B,1,8:56,4,5,0,0,Team B,8,Play,73,39.5,Direct,,,,28.0,87.0,15.5
10/13/2024,Team A,Team B,1,8:54,4,5,0,0,Team B,28,Play,95,-4.5,Direct,,,,19.0,59.0,-35.5
10/13/2024,Team A,Team B,1,8:51,4,5,0,0,Team B,19,Play,68,-26.5,Direct,,,,28.0,87.0,-11.5
10/13/2024,Team A,Team B,1,8:48,4,5,0,0,Team B,8,Puck Recovery,83,34.5,,,,,,,
10/13/2024,Team A,Team B,1,8:47,4,5,0,0,Team B,8,Play,80,36.5,Indirect,,,,29.0,30.0,34.5
10/13/2024,Team A,Team B,1,8:44,4,5,0,0,Team B,29,Play,35,17.5,Direct,,,,19.0,60.0,-25.5
10/13/2024,Team A,Team B,1,8:42,4,5,0,0,Team B,19,Incomplete Play,61,-26.5,Direct,,,,8.0,85.0,12.5
10/13/2024,Team A,Team B,1,8:39,4,5,0,0,Team A,21,Puck Recovery,44,38.5,,,,,,,
10/13/2024,Team A,Team B,1,8:39,4,5,0,0,Team A,21,Dump In/Out,44,39.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,8:37,4,5,0,0,Team B,29,Puck Recovery,3,36.5,,,,,,,
10/13/2024,Team A,Team B,1,8:34,4,5,0,0,Team B,29,Zone Entry,24,17.5,Carried,,,,7.0,,
10/13/2024,Team A,Team B,1,8:34,4,5,0,0,Team B,29,Play,29,15.5,Direct,,,,15.0,34.0,-10.5
10/13/2024,Team A,Team B,1,8:32,4,5,0,0,Team B,28,Puck Recovery,52,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,8:30,4,5,0,0,Team B,19,Puck Recovery,44,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,8:26,4,5,0,0,Team B,19,Shot,46,-2.5,Snapshot,Blocked,1.0,f,,,
10/13/2024,Team A,Team B,1,8:26,4,5,0,0,Team A,12,Faceoff Win,69,-21.5,Backhand,,,,18.0,,
10/13/2024,Team A,Team B,1,8:24,4,5,0,0,Team A,38,Puck Recovery,78,-20.5,,,,,,,
10/13/2024,Team A,Team B,2,18:33,5,5,0,0,Team A,24,Penalty Taken,95,11.5,Holding,,,,40.0,,
10/13/2024,Team A,Team B,2,18:33,4,5,0,0,Team A,14,Faceoff Win,-69,-21.5,Backhand,,,,9.0,,
10/13/2024,Team A,Team B,2,18:29,4,5,0,0,Team A,3,Puck Recovery,-97,-21.5,,,,,,,
10/13/2024,Team A,Team B,2,18:29,4,5,0,0,Team A,3,Dump In/Out,-97,-21.5,Lost,,,,,,
10/13/2024,Team A,Team B,2,18:27,4,5,0,0,Team B,23,Puck Recovery,-36,40.5,,,,,,,
10/13/2024,Team A,Team B,2,18:26,4,5,0,0,Team B,23,Play,-36,40.5,Direct,,,,9.0,-57.0,20.5
10/13/2024,Team A,Team B,2,18:24,4,5,0,0,Team B,9,Play,-53,19.5,Direct,,,,8.0,-27.0,2.5
10/13/2024,Team A,Team B,2,18:21,4,5,0,0,Team B,8,Play,-32,-19.5,Indirect,,,,23.0,-31.0,39.5
10/13/2024,Team A,Team B,2,18:15,4,5,0,0,Team B,23,Play,-69,38.5,Indirect,,,,25.0,-96.0,14.5
10/13/2024,Team A,Team B,2,18:14,4,5,0,0,Team B,25,Play,-96,14.5,Indirect,,,,20.0,-89.0,-31.5
10/13/2024,Team A,Team B,2,18:11,4,5,0,0,Team B,20,Play,-71,-38.5,Direct,,,,8.0,-28.0,-16.5
10/13/2024,Team A,Team B,2,18:10,4,5,0,0,Team B,8,Play,-28,-16.5,Indirect,,,,20.0,-62.0,-36.5
10/13/2024,Team A,Team B,2,18:08,4,5,0,0,Team B,20,Play,-61,-22.5,Direct,,,,23.0,-84.0,20.5
10/13/2024,Team A,Team B,2,18:01,4,5,0,0,Team B,23,Incomplete Play,-82,33.5,Direct,,,,25.0,-90.0,10.5
10/13/2024,Team A,Team B,2,18:01,4,5,0,0,Team A,3,Takeaway,-89,23.5,,,,,,,
10/13/2024,Team A,Team B,2,18:00,4,5,0,0,Team A,3,Dump In/Out,-95,24.5,Retained,,,,,,
10/13/2024,Team A,Team B,2,17:59,4,5,0,0,Team A,3,Puck Recovery,-96,16.5,,,,,,,
10/13/2024,Team A,Team B,2,17:59,4,5,0,0,Team A,3,Play,-96,16.5,Indirect,,,,21.0,-66.0,38.5
10/13/2024,Team A,Team B,2,17:57,4,5,0,0,Team A,21,Play,-72,36.5,Direct,,,,14.0,-56.0,16.5
10/13/2024,Team A,Team B,2,17:56,4,5,0,0,Team A,14,Dump In/Out,-33,24.5,Lost,,,,,,
10/13/2024,Team A,Team B,2,17:52,4,5,0,0,Team B,Go,Puck Recovery,98,1.5,,,,,,,
10/13/2024,Team A,Team B,2,17:51,4,5,0,0,Team B,Go,Play,98,1.5,Indirect,,,,8.0,98.0,1.5
10/13/2024,Team A,Team B,2,17:48,4,5,0,0,Team B,8,Play,35,-21.5,Indirect,,,,20.0,35.0,-21.5
10/13/2024,Team A,Team B,2,17:43,4,5,0,0,Team B,20,Play,-25,-28.5,Indirect,,,,25.0,-31.0,-39.5
10/13/2024,Team A,Team B,2,17:42,4,5,0,0,Team B,20,Zone Entry,-25,-28.5,Played,,,,27.0,,
10/13/2024,Team A,Team B,2,17:41,4,5,0,0,Team B,25,Play,-31,-39.5,Direct,,,,9.0,-33.0,36.5
10/13/2024,Team A,Team B,2,17:38,4,5,0,0,Team B,9,Play,-40,36.5,Direct,,,,23.0,-69.0,37.5
10/13/2024,Team A,Team B,2,17:37,4,5,0,0,Team B,23,Play,-52,32.5,Direct,,,,8.0,-31.0,-6.5
10/13/2024,Team A,Team B,2,17:35,4,5,0,0,Team B,8,Play,-31,-6.5,Direct,,,,20.0,-61.0,-35.5
10/13/2024,Team A,Team B,2,17:33,4,5,0,0,Team B,20,Play,-46,-32.5,Direct,,,,9.0,-53.0,-18.5
10/13/2024,Team A,Team B,2,17:32,4,5,0,0,Team B,9,Play,-48,-16.5,Direct,,,,8.0,-31.0,15.5
10/13/2024,Team A,Team B,2,17:29,4,5,0,0,Team B,8,Shot,-29,-13.5,Wristshot,Missed,1.0,f,,,
10/13/2024,Team A,Team B,2,17:28,4,5,0,0,Team B,25,Shot,-82,-2.5,Deflection,Missed,0.0,f,,,
10/13/2024,Team A,Team B,2,17:26,4,5,0,0,Team A,7,Puck Recovery,-90,-27.5,,,,,,,
10/13/2024,Team A,Team B,2,17:26,4,5,0,0,Team A,7,Incomplete Play,-90,-27.5,Indirect,,,,8.0,-70.0,-36.5
10/13/2024,Team A,Team B,2,17:25,4,5,0,0,Team B,20,Takeaway,-80,-37.5,,,,,,,
10/13/2024,Team A,Team B,2,17:25,4,5,0,0,Team B,20,Play,-80,-37.5,Indirect,,,,8.0,-31.0,-38.5
10/13/2024,Team A,Team B,2,17:21,4,5,0,0,Team B,8,Play,-29,-24.5,Direct,,,,23.0,-38.0,36.5
10/13/2024,Team A,Team B,2,17:19,4,5,0,0,Team B,23,Incomplete Play,-61,30.5,Direct,,,,25.0,-91.0,16.5
10/13/2024,Team A,Team B,2,17:16,4,5,0,0,Team B,23,Puck Recovery,-91,31.5,,,,,,,
10/13/2024,Team A,Team B,2,17:16,4,5,0,0,Team B,23,Play,-91,31.5,Indirect,,,,25.0,-96.0,24.5
10/13/2024,Team A,Team B,2,17:13,4,5,0,0,Team A,7,Puck Recovery,-96,13.5,,,,,,,
10/13/2024,Team A,Team B,2,17:11,4,5,0,0,Team A,7,Play,-97,-11.5,Direct,,,,8.0,-71.0,-17.5
10/13/2024,Team A,Team B,2,17:07,4,5,0,0,Team A,15,Puck Recovery,-38,6.5,,,,,,,
10/13/2024,Team A,Team B,2,17:06,4,5,0,0,Team A,15,Incomplete Play,-8,16.5,Direct,,,,8.0,8.0,4.5
10/13/2024,Team A,Team B,2,16:59,4,5,0,0,Team B,2,Puck Recovery,85,-34.5,,,,,,,
10/13/2024,Team A,Team B,2,16:59,4,5,0,0,Team B,2,Play,85,-34.5,Indirect,,,,20.0,69.0,-38.5
10/13/2024,Team A,Team B,2,16:58,4,5,0,0,Team B,20,Play,76,-36.5,Direct,,,,23.0,67.0,-7.5
10/13/2024,Team A,Team B,2,16:53,4,5,0,0,Team B,23,Zone Entry,-25,-36.5,Carried,,,,7.0,,
10/13/2024,Team A,Team B,2,16:53,4,5,0,0,Team B,23,Play,-28,-33.5,Indirect,,,,15.0,-61.0,32.5
10/13/2024,Team A,Team B,2,16:49,4,5,0,0,Team B,15,Play,-57,37.5,Direct,,,,28.0,-53.0,21.5
10/13/2024,Team A,Team B,2,16:48,4,5,0,0,Team B,28,Shot,-72,18.5,Wristshot,Blocked,1.0,f,,,
10/13/2024,Team A,Team B,2,16:47,4,5,0,0,Team B,15,Puck Recovery,-71,17.5,,,,,,,
10/13/2024,Team A,Team B,2,16:46,4,5,0,0,Team B,15,Shot,-74,7.5,Wristshot,On Net,1.0,f,,,
10/13/2024,Team A,Team B,2,16:44,4,5,0,0,Team B,15,Faceoff Win,-69,22.5,Backhand,,,,15.0,,
10/13/2024,Team A,Team B,2,16:42,4,5,0,0,Team B,19,Puck Recovery,-61,36.5,,,,,,,
10/13/2024,Team A,Team B,2,16:42,4,5,0,0,Team B,19,Play,-61,36.5,Indirect,,,,3.0,-26.0,36.5
10/13/2024,Team A,Team B,2,16:42,4,5,0,0,Team B,3,Play,-26,36.5,Direct,,,,4.0,-39.0,-26.5
10/13/2024,Team A,Team B,2,16:40,4,5,0,0,Team B,4,Shot,-55,-34.5,Wristshot,Blocked,1.0,f,,,
10/13/2024,Team A,Team B,2,16:38,4,5,0,0,Team B,19,Puck Recovery,-64,39.5,,,,,,,
10/13/2024,Team A,Team B,2,16:34,4,5,0,0,Team B,19,Play,-62,34.5,Direct,,,,28.0,-86.0,12.5
10/13/2024,Team A,Team B,2,16:33,4,5,0,0,Team B,28,Goal,-86,3.5,Snapshot,On Net,0.0,f,,,
10/13/2024,Team A,Team B,2,7:42,5,5,0,1,Team B,27,Penalty Taken,60,34.5,Holding,,,,29.0,,
10/13/2024,Team A,Team B,2,7:42,5,4,0,1,Team B,18,Faceoff Win,69,22.5,Backhand,,,,12.0,,
10/13/2024,Team A,Team B,2,7:41,5,4,0,1,Team B,3,Puck Recovery,87,31.5,,,,,,,
10/13/2024,Team A,Team B,2,7:41,5,4,0,1,Team B,3,Play,87,31.5,Indirect,,,,10.0,95.0,-19.5
10/13/2024,Team A,Team B,2,7:38,5,4,0,1,Team B,10,Dump In/Out,62,-31.5,Lost,,,,,,
10/13/2024,Team A,Team B,2,7:35,5,4,0,1,Team A,Go,Puck Recovery,-98,1.5,,,,,,,
10/13/2024,Team A,Team B,2,7:35,5,4,0,1,Team A,Go,Play,-98,1.5,Indirect,,,,3.0,-80.0,37.5
10/13/2024,Team A,Team B,2,7:26,5,4,0,1,Team B,4,Takeaway,13,-13.5,,,,,,,
10/13/2024,Team A,Team B,2,7:24,5,4,0,1,Team B,4,Dump In/Out,-1,-2.5,Lost,,,,,,
10/13/2024,Team A,Team B,2,7:19,5,4,0,1,Team A,3,Puck Recovery,-93,23.5,,,,,,,
10/13/2024,Team A,Team B,2,7:16,5,4,0,1,Team A,3,Play,-32,-10.5,Direct,,,,20.0,-26.0,-37.5
10/13/2024,Team A,Team B,2,7:15,5,4,0,1,Team A,20,Play,-26,-37.5,Direct,,,,25.0,-56.0,-23.5
10/13/2024,Team A,Team B,2,7:13,5,4,0,1,Team A,25,Play,-31,-12.5,Direct,,,,12.0,-10.0,12.5
10/13/2024,Team A,Team B,2,7:11,5,4,0,1,Team A,12,Play,1,12.5,Direct,,,,25.0,6.0,-5.5
10/13/2024,Team A,Team B,2,7:10,5,4,0,1,Team A,25,Incomplete Play,22,-18.5,Direct,,,,20.0,24.0,-38.5
10/13/2024,Team A,Team B,2,7:09,5,4,0,1,Team A,20,Puck Recovery,18,-37.5,,,,,,,
10/13/2024,Team A,Team B,2,7:05,5,4,0,1,Team B,3,Puck Recovery,75,-23.5,,,,,,,
10/13/2024,Team A,Team B,2,7:05,5,4,0,1,Team B,3,Dump In/Out,75,-23.5,Lost,,,,,,
10/13/2024,Team A,Team B,2,7:02,5,4,0,1,Team A,3,Puck Recovery,-74,7.5,,,,,,,
10/13/2024,Team A,Team B,2,6:56,5,4,0,1,Team A,3,Play,-32,-1.5,Direct,,,,25.0,-62.0,-5.5
10/13/2024,Team A,Team B,2,6:56,5,4,0,1,Team A,25,Play,-62,-5.5,Direct,,,,24.0,-12.0,34.5
10/13/2024,Team A,Team B,2,6:55,5,4,0,1,Team A,24,Play,-12,34.5,Direct,,,,12.0,-2.0,17.5
10/13/2024,Team A,Team B,2,6:52,5,4,0,1,Team A,12,Dump In/Out,24,38.5,Retained,,,,,,
10/13/2024,Team A,Team B,2,6:52,5,4,0,1,Team A,12,Zone Entry,24,38.5,Dumped,,,,3.0,,
10/13/2024,Team A,Team B,2,6:47,5,4,0,1,Team A,20,Puck Recovery,82,-34.5,,,,,,,
10/13/2024,Team A,Team B,2,6:46,5,4,0,1,Team A,20,Play,91,-26.5,Indirect,,,,12.0,81.0,36.5
10/13/2024,Team A,Team B,2,6:43,5,4,0,1,Team A,12,Play,81,36.5,Indirect,,,,25.0,80.0,-35.5
10/13/2024,Team A,Team B,2,6:38,5,4,0,1,Team A,25,Play,87,-30.5,Indirect,,,,3.0,27.0,-35.5
10/13/2024,Team A,Team B,2,6:35,5,4,0,1,Team A,3,Play,32,-23.5,Direct,,,,12.0,35.0,35.5
10/13/2024,Team A,Team B,2,6:34,5,4,0,1,Team A,12,Shot,43,39.5,Wristshot,On Net,1.0,f,,,
10/13/2024,Team A,Team B,2,6:32,5,4,0,1,Team B,18,Faceoff Win,69,22.5,Backhand,,,,14.0,,
10/13/2024,Team A,Team B,2,6:31,5,4,0,1,Team B,40,Puck Recovery,76,20.5,,,,,,,
10/13/2024,Team A,Team B,2,6:31,5,4,0,1,Team B,40,Play,76,20.5,Indirect,,,,10.0,84.0,-21.5
10/13/2024,Team A,Team B,2,6:29,5,4,0,1,Team B,10,Dump In/Out,84,-21.5,Lost,,,,,,
10/13/2024,Team A,Team B,2,6:25,5,4,0,1,Team A,Go,Puck Recovery,-97,-0.5,,,,,,,
10/13/2024,Team A,Team B,2,6:24,5,4,0,1,Team A,Go,Play,-97,-0.5,Indirect,,,,2.0,-97.0,-0.5
10/13/2024,Team A,Team B,2,6:18,5,4,0,1,Team A,2,Play,-10,10.5,Indirect,,,,29.0,-22.0,10.5
10/13/2024,Team A,Team B,2,6:15,5,4,0,1,Team A,29,Play,24,16.5,Indirect,,,,8.0,30.0,39.5
