Image Id,Period,Game Clock,Player or Puck,Team,Player Id,Rink Location X (Feet),Rink Location Y (Feet),Rink Location Z (Feet),Goal Score
2024-11-16 Team F @ Team E_158302,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158303,2,18:43,Player,Home,47,-61.15777,6.193377,1.0,
2024-11-16 Team F @ Team E_158303,2,18:43,Player,Home,11,-58.59423,32.33454,1.0,
2024-11-16 Team F @ Team E_158303,2,18:43,Player,Home,68,-61.94882,17.57437,1.0,
2024-11-16 Team F @ Team E_158303,2,18:43,Player,Away,27,-68.59285,4.197607,1.0,
2024-11-16 Team F @ Team E_158303,2,18:43,Player,Away,5,-69.08619,34.35413,1.0,
2024-11-16 Team F @ Team E_158303,2,18:43,Player,Away,26,-68.71728,20.0406,1.0,
2024-11-16 Team F @ Team E_158303,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158304,2,18:43,Player,Home,47,-60.70498,5.538796,1.0,
2024-11-16 Team F @ Team E_158304,2,18:43,Player,Home,11,-58.00505,32.15318,1.0,
2024-11-16 Team F @ Team E_158304,2,18:43,Player,Home,68,-61.42656,17.02748,1.0,
2024-11-16 Team F @ Team E_158304,2,18:43,Player,Away,27,-68.27619,3.511147,1.0,
2024-11-16 Team F @ Team E_158304,2,18:43,Player,Away,5,-68.7181,34.23869,1.0,
2024-11-16 Team F @ Team E_158304,2,18:43,Player,Away,26,-68.32905,19.61346,1.0,
2024-11-16 Team F @ Team E_158304,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158305,2,18:43,Player,Home,47,-60.39796,5.062702,1.0,
2024-11-16 Team F @ Team E_158305,2,18:43,Player,Home,11,-57.59157,31.94047,1.0,
2024-11-16 Team F @ Team E_158305,2,18:43,Player,Home,68,-61.07737,16.66306,1.0,
2024-11-16 Team F @ Team E_158305,2,18:43,Player,Away,27,-68.02653,2.955176,1.0,
2024-11-16 Team F @ Team E_158305,2,18:43,Player,Away,5,-68.50535,34.15941,1.0,
2024-11-16 Team F @ Team E_158305,2,18:43,Player,Away,26,-68.0818,19.31491,1.0,
2024-11-16 Team F @ Team E_158305,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158306,2,18:43,Player,Home,47,-60.20577,4.728892,1.0,
2024-11-16 Team F @ Team E_158306,2,18:43,Player,Home,11,-57.33675,31.81046,1.0,
2024-11-16 Team F @ Team E_158306,2,18:43,Player,Home,68,-60.81797,16.44264,1.0,
2024-11-16 Team F @ Team E_158306,2,18:43,Player,Away,27,-67.87436,2.583645,1.0,
2024-11-16 Team F @ Team E_158306,2,18:43,Player,Away,5,-68.36967,34.10666,1.0,
2024-11-16 Team F @ Team E_158306,2,18:43,Player,Away,26,-67.92616,19.11052,1.0,
2024-11-16 Team F @ Team E_158306,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158307,2,18:43,Player,Home,47,-60.08498,4.510921,1.0,
2024-11-16 Team F @ Team E_158307,2,18:43,Player,Home,11,-57.18856,31.73099,1.0,
2024-11-16 Team F @ Team E_158307,2,18:43,Player,Home,68,-60.60613,16.3346,1.0,
2024-11-16 Team F @ Team E_158307,2,18:43,Player,Away,27,-67.76315,2.358854,1.0,
2024-11-16 Team F @ Team E_158307,2,18:43,Player,Away,5,-68.29521,34.0718,1.0,
2024-11-16 Team F @ Team E_158307,2,18:43,Player,Away,26,-67.84279,18.97169,1.0,
2024-11-16 Team F @ Team E_158307,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158308,2,18:43,Player,Home,47,-60.02111,4.374747,1.0,
2024-11-16 Team F @ Team E_158308,2,18:43,Player,Home,11,-57.10577,31.69417,1.0,
2024-11-16 Team F @ Team E_158308,2,18:43,Player,Home,68,-60.42196,16.31226,1.0,
2024-11-16 Team F @ Team E_158308,2,18:43,Player,Away,27,-67.69557,2.227815,1.0,
2024-11-16 Team F @ Team E_158308,2,18:43,Player,Away,5,-68.26344,34.05839,1.0,
2024-11-16 Team F @ Team E_158308,2,18:43,Player,Away,26,-67.79259,18.89736,1.0,
2024-11-16 Team F @ Team E_158308,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158309,2,18:43,Player,Home,47,-59.83216,4.019738,1.0,
2024-11-16 Team F @ Team E_158309,2,18:43,Player,Home,11,-56.83816,31.48633,1.0,
2024-11-16 Team F @ Team E_158309,2,18:43,Player,Home,68,-60.09446,16.13357,1.0,
2024-11-16 Team F @ Team E_158309,2,18:43,Player,Away,27,-67.55803,1.856014,1.0,
2024-11-16 Team F @ Team E_158309,2,18:43,Player,Away,5,-68.10911,33.87233,1.0,
2024-11-16 Team F @ Team E_158309,2,18:43,Player,Away,26,-67.67944,18.64776,1.0,
2024-11-16 Team F @ Team E_158309,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158310,2,18:43,Player,Home,47,-59.76767,3.891006,1.0,
2024-11-16 Team F @ Team E_158310,2,18:43,Player,Home,11,-56.80229,31.41387,1.0,
2024-11-16 Team F @ Team E_158310,2,18:43,Player,Home,68,-59.93056,16.16589,1.0,
2024-11-16 Team F @ Team E_158310,2,18:43,Player,Away,27,-67.47538,1.738474,1.0,
2024-11-16 Team F @ Team E_158310,2,18:43,Player,Away,5,-68.13345,33.90262,1.0,
2024-11-16 Team F @ Team E_158310,2,18:43,Player,Away,26,-67.70786,18.67489,1.0,
2024-11-16 Team F @ Team E_158310,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158311,2,18:43,Player,Home,47,-59.79866,3.962265,1.0,
2024-11-16 Team F @ Team E_158311,2,18:43,Player,Home,11,-56.8102,31.32106,1.0,
2024-11-16 Team F @ Team E_158311,2,18:43,Player,Home,68,-59.84134,16.26785,1.0,
2024-11-16 Team F @ Team E_158311,2,18:43,Player,Away,27,-67.45718,1.760476,1.0,
2024-11-16 Team F @ Team E_158311,2,18:43,Player,Away,5,-68.16544,33.95416,1.0,
2024-11-16 Team F @ Team E_158311,2,18:43,Player,Away,26,-67.75433,18.73485,1.0,
2024-11-16 Team F @ Team E_158311,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158312,2,18:43,Player,Home,47,-60.44639,4.048688,1.0,
2024-11-16 Team F @ Team E_158312,2,18:43,Player,Home,11,-57.6954,31.23765,1.0,
2024-11-16 Team F @ Team E_158312,2,18:43,Player,Home,68,-60.54305,16.36808,1.0,
2024-11-16 Team F @ Team E_158312,2,18:43,Player,Away,27,-68.04216,1.879677,1.0,
2024-11-16 Team F @ Team E_158312,2,18:43,Player,Away,5,-68.96334,33.89347,1.0,
2024-11-16 Team F @ Team E_158312,2,18:43,Player,Away,26,-68.48904,18.76932,1.0,
2024-11-16 Team F @ Team E_158312,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158313,2,18:43,Player,Home,47,-60.87413,3.854626,1.0,
2024-11-16 Team F @ Team E_158313,2,18:43,Player,Home,11,-58.33997,31.09073,1.0,
2024-11-16 Team F @ Team E_158313,2,18:43,Player,Home,68,-61.11672,16.22904,1.0,
2024-11-16 Team F @ Team E_158313,2,18:43,Player,Away,27,-68.47219,1.747907,1.0,
2024-11-16 Team F @ Team E_158313,2,18:43,Player,Away,5,-69.60574,33.74872,1.0,
2024-11-16 Team F @ Team E_158313,2,18:43,Player,Away,26,-68.95682,18.48465,1.0,
2024-11-16 Team F @ Team E_158313,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158314,2,18:43,Player,Home,47,-61.14344,3.681432,1.0,
2024-11-16 Team F @ Team E_158314,2,18:43,Player,Home,11,-58.72495,30.99132,1.0,
2024-11-16 Team F @ Team E_158314,2,18:43,Player,Home,68,-61.5879,16.01921,1.0,
2024-11-16 Team F @ Team E_158314,2,18:43,Player,Away,27,-68.74721,1.59538,1.0,
2024-11-16 Team F @ Team E_158314,2,18:43,Player,Away,5,-69.95324,33.56344,1.0,
2024-11-16 Team F @ Team E_158314,2,18:43,Player,Away,26,-68.96036,17.98196,1.0,
2024-11-16 Team F @ Team E_158314,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158315,2,18:43,Player,Home,47,-61.11652,3.208989,1.0,
2024-11-16 Team F @ Team E_158315,2,18:43,Player,Home,11,-58.67728,30.74589,1.0,
2024-11-16 Team F @ Team E_158315,2,18:43,Player,Home,68,-61.75341,15.62041,1.0,
2024-11-16 Team F @ Team E_158315,2,18:43,Player,Away,27,-68.75105,1.122052,1.0,
2024-11-16 Team F @ Team E_158315,2,18:43,Player,Away,5,-69.98649,33.28354,1.0,
2024-11-16 Team F @ Team E_158315,2,18:43,Player,Away,26,-68.64561,17.26413,1.0,
2024-11-16 Team F @ Team E_158315,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158278,2,18:43,Player,Home,47,-64.25597,8.566114,1.0,
2024-11-16 Team F @ Team E_158278,2,18:43,Player,Home,11,-62.55564,32.75411,1.0,
2024-11-16 Team F @ Team E_158278,2,18:43,Player,Home,68,-64.62364,19.27292,1.0,
2024-11-16 Team F @ Team E_158278,2,18:43,Player,Away,27,-71.31396,6.475691,1.0,
2024-11-16 Team F @ Team E_158278,2,18:43,Player,Away,5,-71.9177,34.6119,1.0,
2024-11-16 Team F @ Team E_158278,2,18:43,Player,Away,26,-71.54314,21.39937,1.0,
2024-11-16 Team F @ Team E_158278,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158279,2,18:43,Player,Home,47,-64.22839,8.539669,1.0,
2024-11-16 Team F @ Team E_158279,2,18:43,Player,Home,11,-62.54777,32.74818,1.0,
2024-11-16 Team F @ Team E_158279,2,18:43,Player,Home,68,-64.6657,19.29334,1.0,
2024-11-16 Team F @ Team E_158279,2,18:43,Player,Away,27,-71.28485,6.47899,1.0,
2024-11-16 Team F @ Team E_158279,2,18:43,Player,Away,5,-71.9079,34.59275,1.0,
2024-11-16 Team F @ Team E_158279,2,18:43,Player,Away,26,-71.47593,21.35469,1.0,
2024-11-16 Team F @ Team E_158279,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158280,2,18:43,Player,Home,47,-64.23122,8.562498,1.0,
2024-11-16 Team F @ Team E_158280,2,18:43,Player,Home,11,-62.57574,32.7462,1.0,
2024-11-16 Team F @ Team E_158280,2,18:43,Player,Home,68,-64.728,19.30827,1.0,
2024-11-16 Team F @ Team E_158280,2,18:43,Player,Away,27,-71.26862,6.525108,1.0,
2024-11-16 Team F @ Team E_158280,2,18:43,Player,Away,5,-71.91763,34.58659,1.0,
2024-11-16 Team F @ Team E_158280,2,18:43,Player,Away,26,-71.44794,21.36123,1.0,
2024-11-16 Team F @ Team E_158280,2,18:43,Puck,,,,,,
2024-11-16 Team F @ Team E_158281,2,18:43,Player,Home,47,-64.23901,8.596144,1.0,
2024-11-16 Team F @ Team E_158281,2,18:43,Player,Home,11,-62.55436,32.66184,1.0,
2024-11-16 Team F @ Team E_158281,2,18:43,Player,Home,68,-64.82063,19.3641,1.0,
2024-11-16 Team F @ Team E_158281,2,18:43,Player,Away,27,-71.25636,6.573118,1.0,
2024-11-16 Team F @ Team E_158281,2,18:43,Player,Away,5,-71.91459,34.56092,1.0,
2024-11-16 Team F @ Team E_158281,2,18:43,Player,Away,26,-71.4182,21.37451,1.0,
2024-11-16 Team F @ Team E_158281,2,18:43,Puck,,,,,,
